Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type	Pol
1965-SDAURP_CE_Oct23_GPU.xml	961	villes nouvelles			
1965-SDAURP_CE_Oct23_GPU.xml	961	se développer	la tendance très forte	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	964	ce processus	les inconvénients	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	965	L'extension en tache d'huile	un parti inacceptable	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	967	La disposition des villes nouvelles	est la méthode qui se présente à l'esprit la première	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	967	villes nouvelles	indéfinie	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	967	mettre fin à cette croissance indéfinie de l'agglomération	indéfinie	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	968	plusieurs villes nouvelles puissantes			
1965-SDAURP_CE_Oct23_GPU.xml	968	l'allongement ou l'agrandissement de l'agglomération actuelle	paraît rejeter	autre	
1965-SDAURP_CE_Oct23_GPU.xml	968	concentrer en plusieurs points les zones d'extension			
1965-SDAURP_CE_Oct23_GPU.xml	968	les zones d'extension			
1965-SDAURP_CE_Oct23_GPU.xml	983	un grand dynamisme			
1965-SDAURP_CE_Oct23_GPU.xml	983	recueillir les activités desserrées de l'agglomération parisienne	leur aptitude naturelle	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	984	un bon aménagement du bassin parisien	bon	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	984	le ralentissement de la croissance de Paris			
1965-SDAURP_CE_Oct23_GPU.xml	986	va sans cesse se rapprocher			
1965-SDAURP_CE_Oct23_GPU.xml	986	leur croissance	rien ne doit être fait qui entraverait	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	986	leur extension rapide	le soulagement	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	988	décentralisation et d'aménagement du territoire			
1965-SDAURP_CE_Oct23_GPU.xml	988	déplacer	sont plus difficiles	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	988	décentraliser l'expansion	il est plus facile	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	988	faire déménager des usines déjà installées			
1965-SDAURP_CE_Oct23_GPU.xml	989	les emplois à créer ou à déplacer			
1965-SDAURP_CE_Oct23_GPU.xml	989	se localiseront	ou pas plus difficilement	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	989	s'installent	il est préférable	boul	
1965-SDAURP_CE_Oct23_GPU.xml	990	des villes nouvelles			
1965-SDAURP_CE_Oct23_GPU.xml	990	ne puissent les accueillir	ne puissent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	993	urbanisation	menace constante	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	993	la ville nouvelle	il n'est pas douteux que l'on verrait	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	993	pousser des pédoncules			
1965-SDAURP_CE_Oct23_GPU.xml	993	se rejoindraient			
1965-SDAURP_CE_Oct23_GPU.xml	994	la création de villes en couronne	dernière considération s'opposant	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	994	les villes nouvelles			
1965-SDAURP_CE_Oct23_GPU.xml	995	une extension de la tache d'huile	elle ne constitue au fond qu'un radioconcentrisme desserré	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	995	des artères à créer			
1965-SDAURP_CE_Oct23_GPU.xml	997	la poursuite de l'expansion spatiale en tache d'huile	conduit à rejeter	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	997	la croissance des villes du bassin parisien	la volonté de soutenir	boul	
1965-SDAURP_CE_Oct23_GPU.xml	997	l'implantation d'une couronne de villes intermédiaires	persuadent de refuser	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	997	une extension	le choix ne peut s'orienter que sur une extension	axiol+autre	
1965-SDAURP_CE_Oct23_GPU.xml	1001	une extension de la ceinture verte			
1965-SDAURP_CE_Oct23_GPU.xml	1001	la construction	les possibilités offertes	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1015	le desserrement inéluctable des activités économiques	inéluctable	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1015	leur développement nécessaire en surface	nécessaire	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1015	aboutissent à rapprocher dans les villes nouvelles logements et emplois	C'est sans doute la seule espérance	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1018	s'orientent			
1965-SDAURP_CE_Oct23_GPU.xml	1018	leur desserrement	il est illusoire de prétendre organiser	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1019	les désirs d'agrandissement	les désirs	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1019	fera "exploser" spatialement	"exploser"	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1019	un phénomène qui s'accomplira			
1965-SDAURP_CE_Oct23_GPU.xml	1021	une explosion qui aura lieu	une explosion	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1022	bloquer l'actuelle zone agglomérée	il serait vain de vouloir	boul+axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1023	Le dynamisme de l'agglomération parisienne	il doit seulement être canalisé	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1024	l'expansion	il faut canaliser	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1024	la formation de doigts de gant			
1965-SDAURP_CE_Oct23_GPU.xml	1024	comblement progressif des espaces intercalaires			
1965-SDAURP_CE_Oct23_GPU.xml	1028	toute construction			
1965-SDAURP_CE_Oct23_GPU.xml	1028	l'essentiel de l'urbanisation	doit s'y localiser	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1028	villes nouvelles			
1965-SDAURP_CE_Oct23_GPU.xml	1031	ces axes d'urbanisation			
1965-SDAURP_CE_Oct23_GPU.xml	1031	doit par conséquent s'inscrire	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1033	une véritable mutation	véritable	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1033	la création de centres urbains nouveaux			
1965-SDAURP_CE_Oct23_GPU.xml	1033	l'orientation de son développement			
1965-SDAURP_CE_Oct23_GPU.xml	1033	une mutation égale	subir	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1037	établir enfin des liaisons efficaces	enfin	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1070	axes d'urbanisation			
1965-SDAURP_CE_Oct23_GPU.xml	1070	doit conduire à réaliser progressivement un réseau de transport	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1072	constituer un réseau adapté à cette agglomération telle qu'elle est	Il est donc nécessaire	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1075	puisse enfin disposer de liaisons comparables	enfin	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1075	a doté Paris intra-muros			
1965-SDAURP_CE_Oct23_GPU.xml	1075	l'agglomération de demain	soit condamnée à n'être que l'extrapolation de celle d'aujourd'hui	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1085	serait possible, et d'aucuns n'y ont pas manqué, de concevoir une grande agglomération telle que celle de Paris	serait possible	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1091	le maintien de son unité			
1965-SDAURP_CE_Oct23_GPU.xml	1091	n'a cessé de grandir			
1965-SDAURP_CE_Oct23_GPU.xml	1091	l'extension de la ville	permet	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1098	la création de villes nouvelles ou de centres urbains rénovés	ne doit pas aboutir à une fragmentation, à un cloisonnement du marché unique en plusieurs marchés de l'emploi	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1098	centres urbains rénovés			
1965-SDAURP_CE_Oct23_GPU.xml	1107	L'implantation d'activités de bureau, de commerce et d'industrie	doit accroître les possibilités de choix, permettre, si cela est désiré, non pas désirable pour le planificateur, de rapprocher le travail de l'habitat	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1117	La création de villes nouvelles	doit redonner un sens	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1117	pourront s'ordonner	pourront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1123	doivent s'étendre	sans perdre leur charme	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1141	la croissance de Paris			
1965-SDAURP_CE_Oct23_GPU.xml	1141	l'aménagement du territoire national	le souci de contribuer	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1147	Le développement en tache d'huile	négligeait presque nécessairement la préoccupation du site	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1148	ont été gâchés tant de sites admirables de Paris et de ses environs immédiats	ont été gâchés	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1148	submergés par la marée désordonnée des constructions	submergés par la marée désordonnée	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1149	restaurer la "valeur de site"			
1965-SDAURP_CE_Oct23_GPU.xml	1149	préserver ceux qui doivent rester vierges de constructions			
1965-SDAURP_CE_Oct23_GPU.xml	1149	rester vierges de constructions	doivent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1149	l'urbanisation	il faut livrer	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1149	implanter les villes nouvelles et leurs zones d'accompagnement			
1965-SDAURP_CE_Oct23_GPU.xml	1160	doivent être mis en valeur par l'œuvre	mis en valeur	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1160	non pas annihilés			
1965-SDAURP_CE_Oct23_GPU.xml	1167	le développement de la région	doit être orienté	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1172	devra aller	devra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1179	l'extension de l'agglomération parisienne	de tels "gestes" n'auraient à proprement parler aucun sens	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1184	des poussées spontanées	prises en charge et disciplinées	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1192	axe d'urbanisation			
1965-SDAURP_CE_Oct23_GPU.xml	1192	gâcher	gâcher	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1192	la poussée des constructions	ont souffert	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1193	axe d'urbanisation			
1965-SDAURP_CE_Oct23_GPU.xml	1193	construire un ruban continu de logements et d'usines	il ne s'agit plus	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1195	s'étend en largeur			
1965-SDAURP_CE_Oct23_GPU.xml	1195	gâchant un site irremplaçable	gâchant	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1195	peut être conçue	peut	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1196	peut être réservé aux sports nautiques, et aux quelques installations industrielles pour lesquelles la proximité du fleuve est indispensable	peut	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1196	peuvent mettre en valeur des sites qui sont généralement agréables	peuvent mettre en valeur	axiol+autre	pos
1965-SDAURP_CE_Oct23_GPU.xml	1205	tous les développements	il ne serait pas réaliste d'espérer canaliser	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1205	les poussées	ne manqueront pas de se manifester	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1216	tous les centres urbains nouveaux			
1965-SDAURP_CE_Oct23_GPU.xml	1216	toutes les villes nouvelles	nécessaires	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1216	créer, dans l'ensemble de la région urbaine, ce niveau intermédiaire de centres qui manque aujourd'hui			
1965-SDAURP_CE_Oct23_GPU.xml	1217	axes d'urbanisation			
1965-SDAURP_CE_Oct23_GPU.xml	1217	demeure et doit demeurer le cœur de l'agglomération	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1218	la poussée de l'agglomération présente	est prise en compte et organisée	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1218	la zone actuellement construite			
1965-SDAURP_CE_Oct23_GPU.xml	1218	aucune création artificielle de ville nouvelle	n'aurait pu briser	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1218	ville nouvelle			
1965-SDAURP_CE_Oct23_GPU.xml	1218	cette poussée naturelle	naturelle	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1219	les banlieues actuelles, enfin reliées entre elles, progressivement rénovées, restructurées	enfin	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1219	la constitution de quelques centres urbains dignes de ce nom - Nanterre, Saint-Denis, Bobigny, Créteil, Rungis-Choisy-le-Roi	dignes de ce nom	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1220	soit mis fin au recul, jusqu'à présent constant, des espaces libres	doit permettre	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1220	peuvent être conservés	peuvent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1220	les développements prévus			
1965-SDAURP_CE_Oct23_GPU.xml	1220	limiter			
1965-SDAURP_CE_Oct23_GPU.xml	1220	cerner			
1965-SDAURP_CE_Oct23_GPU.xml	1220	réduire			
1965-SDAURP_CE_Oct23_GPU.xml	1220	îlots de verdure sans cesse grignotés	grignotés	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1223	pourront croître	raisonnablement	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1251	l'urbanisation	de mauvaise qualité	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1251	la rénovation			
1965-SDAURP_CE_Oct23_GPU.xml	1282	L'urbanisation			
1965-SDAURP_CE_Oct23_GPU.xml	1282	développement urbain	de grandes possibilités	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1285	doubler	il paraît nécessaire	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1285	le passage d'une autoroute			
1965-SDAURP_CE_Oct23_GPU.xml	1288	Le doublement de la ligne de Pontoise	sera nécessaire	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1288	une nouvelle ligne ferrée			
1965-SDAURP_CE_Oct23_GPU.xml	1288	l'amorce d'une deuxième transversale du R.E.R.	pourrait, en utilisant la ligne existante de Gennevilliers, constituer	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1288	la "ville nouvelle" de Pontoise - Cergy			
1965-SDAURP_CE_Oct23_GPU.xml	1288	aura atteint un niveau de développement important			
1965-SDAURP_CE_Oct23_GPU.xml	1291	doit se transformer	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1291	une rénovation mesurée	mesurée	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1291	une restauration			
1965-SDAURP_CE_Oct23_GPU.xml	1291	permettra, en respectant le cadre de la cité, d'y accueillir les établissements surtout culturels	permettra, en respectant le cadre de la cité	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1291	doit être créé	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1291	doivent devenir le centre universitaire du Nord	doivent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1292	l'organisation de ce secteur	sera possible	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1292	la création de ces trois pôles urbains	sera possible	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1293	doit accueillir le principal des centres urbains de la "vallée de Montmorency"	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1294	une agglomération nouvelle			
1965-SDAURP_CE_Oct23_GPU.xml	1294	pourra s'établir	pourra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1301	permet de réaliser un ensemble urbain de grande qualité	permet	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1302	peut être aménagée	peut	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1302	création d'un vaste plan d'eau			
1965-SDAURP_CE_Oct23_GPU.xml	1307	Sa création	influe nécessairement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1307	l'aménagement du secteur Nord-Est de l'agglomération de Paris	influe nécessairement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1307	crée			
1965-SDAURP_CE_Oct23_GPU.xml	1307	constitue			
1965-SDAURP_CE_Oct23_GPU.xml	1313	pourra être créé	pourra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1316	la localisation sur un terrain libre de 40 hectares environ de la préfecture du nouveau département de Seine-Saint-Denis			
1965-SDAURP_CE_Oct23_GPU.xml	1316	permettra de créer à Bobigny un centre secondaire d'emplois et de commerces	permettra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1316	restructuration de l'ensemble du secteur	un élément essentiel	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1320	un développement industriel	aient bénéficié	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1324	l'avenir			
1965-SDAURP_CE_Oct23_GPU.xml	1324	l'aménagement de la partie de la vallée de l'Oise située en région de Paris	on ne peut traiter	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1326	un développement important	important	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1326	crée la voie routière souhaitable	souhaitable	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1326	peut encore, si cette orientation générale est en définitive retenue, devenir, par l'amélioration des conditions de navigation, une voie fluviale beaucoup plus importante qu'aujourd'hui	peut encore	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1326	relier la région de Paris et la vallée de la Seine d'abord au Nord de la France, puis, par l'Aisne, à l'Est du pays			
1965-SDAURP_CE_Oct23_GPU.xml	1327	l'expansion urbaine et industrielle	devrait être la plus vigoureuse	axiol+autre	
1965-SDAURP_CE_Oct23_GPU.xml	1340	cette densification	a rendu plus inextricables les problèmes de circulation	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1344	a pu être préservé	a pu	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1345	une densification en immeubles collectifs	ont subi	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1345	relie Versailles à Paris			
1965-SDAURP_CE_Oct23_GPU.xml	1356	L'évolution des communes proches du boulevard périphérique	nécessitera	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1356	des actions de rénovation	nécessitera	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1356	la création d'espaces verts et d'équipements	nécessitera	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1356	opérations			
1965-SDAURP_CE_Oct23_GPU.xml	1356	un certain desserrement des activités industrielles			
1965-SDAURP_CE_Oct23_GPU.xml	1356	une baisse des densités d'habitat			
1965-SDAURP_CE_Oct23_GPU.xml	1359	des développements linéaires de la vallée de Bièvre			
1965-SDAURP_CE_Oct23_GPU.xml	1359	les expansions	permettront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1359	préserver une coulée verte			
1965-SDAURP_CE_Oct23_GPU.xml	1360	une extension très limitée	compatible avec le respect de leur caractère propre	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1363	La création d'une faculté	devrait confirmer ce caractère	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1364	seront raccordés	pour assurer plus efficacement les liaisons de ce centre préfectoral avec la Capitale	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1364	les nouveaux développements de la région			
1965-SDAURP_CE_Oct23_GPU.xml	1365	Les poussées	doivent être contenues	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1365	la préservation des prolongements du site historique	mettent en cause	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1367	une phase de mise en ordre et d'équipement	devront connaître	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1368	doit être impérativement sauvegardée	doit être impérativement	autre+axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1369	dynamisme du Sud-Ouest			
1965-SDAURP_CE_Oct23_GPU.xml	1369	cette sauvegarde	au plus grand bénéfice de la zone et de l'ensemble de l'agglomération	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1372	La réalisation sur cet axe d'une grande structure d'aménagement			
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	désordonné	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1374	la réalisation d'infrastructures d'accueil	se prêtera	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1378	Ce nouveau secteur d'activités			
1965-SDAURP_CE_Oct23_GPU.xml	1378	nouvelles agglomérations envisagées			
1965-SDAURP_CE_Oct23_GPU.xml	1378	desserrement industriel souhaité	souhaité	boul	
1965-SDAURP_CE_Oct23_GPU.xml	1391	l'amélioration du tracé de la R.N. 306	l'amélioration	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1391	l'aménagement de la liaison vers Poissy-Pontoise			
1965-SDAURP_CE_Oct23_GPU.xml	1397	cette zone urbanisée			
1965-SDAURP_CE_Oct23_GPU.xml	1397	les projets actuels			
1965-SDAURP_CE_Oct23_GPU.xml	1397	ne doivent pas pour autant perdre leur caractère rural	ne doivent pas	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1402	La création des deux villes nouvelles			
1965-SDAURP_CE_Oct23_GPU.xml	1402	le dynamisme existant actuellement	permettra d'orienter	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1403	poussées de l'agglomération			
1965-SDAURP_CE_Oct23_GPU.xml	1403	leur développement spontané et anarchique	anarchique	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1403	la dispersion			
1965-SDAURP_CE_Oct23_GPU.xml	1404	Cette forme de développement	rendrait très difficile, sinon impossible une politique rationnelle des infrastructures primaires de relation	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1405	une pression inquiétante	inquiétante	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1406	La préservation de ces sites			
1965-SDAURP_CE_Oct23_GPU.xml	1406	l'équilibre général de la région urbaine	vitale	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1406	doivent conserver leur caractère propre de réserves naturelles	doivent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1406	recevoir en des lieux choisis certains équipements culturels et de loisirs, et éventuellement en d'autres secteurs strictement limités, des noyaux résidentiels de faible densité	susceptibles	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1409	L'aménagement de la vallée de la Seine			
1965-SDAURP_CE_Oct23_GPU.xml	1409	permettra de recevoir sur des sites favorables les activités et les agglomérations nouvelles	permettra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1409	la préservation de la vallée			
1965-SDAURP_CE_Oct23_GPU.xml	1433	l'organisation de la région de Paris	une vocation privilégiée	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1433	développements urbains			
1965-SDAURP_CE_Oct23_GPU.xml	1434	un développement modéré	permet donc de conserver	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1436	L'aménagement de la vallée	doit donc être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1436	développements urbains			
1965-SDAURP_CE_Oct23_GPU.xml	1436	urbanisations			
1965-SDAURP_CE_Oct23_GPU.xml	1436	l'organisation de deux fonctions	doit donc être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1436	peuvent être aménagés	peuvent	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1437	les sites à aménager			
1965-SDAURP_CE_Oct23_GPU.xml	1437	pourra constituer le plus vaste ensemble de loisirs de la région de Paris	pourra	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1438	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	plus modestes	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1438	la réalisation d'un plan d'eau de compétition	peut présenter un attrait non négligeable	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1440	la résorption progressive des champs d'épandage d'Achères			
1965-SDAURP_CE_Oct23_GPU.xml	1440	le développement de la station d'épuration			
1965-SDAURP_CE_Oct23_GPU.xml	1440	établir un secteur d'activité	la possibilité	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1447	le développement de cette agglomération	doit être prévu	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1447	sera créée			
1965-SDAURP_CE_Oct23_GPU.xml	1447	la construction d'un pont	permettant d'accéder	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1447	zones industrielles établies			
1965-SDAURP_CE_Oct23_GPU.xml	1447	la disparition progressive des champs d'épandage			
1965-SDAURP_CE_Oct23_GPU.xml	1462	ont été livrés à l'habitat	ont été livrés	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1474	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel			
1965-SDAURP_CE_Oct23_GPU.xml	1474	nouveau département des Hauts de Seine			
1965-SDAURP_CE_Oct23_GPU.xml	1474	créer une gare de grande ligne	la possibilité	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1477	les opérations de la Défense et de Montesson			
1965-SDAURP_CE_Oct23_GPU.xml	1477	l'aménagement	devra être orienté essentiellement	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1477	une amélioration de leur équipement et de leur organisation interne	une amélioration	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1493	son aménagement			
1965-SDAURP_CE_Oct23_GPU.xml	1493	nouveau département de Val-de-Marne			
1965-SDAURP_CE_Oct23_GPU.xml	1493	doit accélérer la naissance d'un pôle structurateur important	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1502	ces développements urbains	bénéficieront	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1502	leur aménagement	devra être orienté	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1511	s'organiseront			
1965-SDAURP_CE_Oct23_GPU.xml	1511	devront être aménagées	devront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1512	devront être protégés et aménagés	devront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1525	la création de "secteurs mixtes" importants	d'une qualité assez médiocre	axiol	neg
1965-SDAURP_CE_Oct23_GPU.xml	1532	subsistent encore	subsistent encore	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1532	recommencent même à se développer			
1965-SDAURP_CE_Oct23_GPU.xml	1532	en cours de réalisation			
1965-SDAURP_CE_Oct23_GPU.xml	1535	développement de cette région Est de Paris			
1965-SDAURP_CE_Oct23_GPU.xml	1535	les plus grandes possibilités d'urbanisation	les plus grandes possibilités	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1537	L'aménagement de l'agglomération existante			
1965-SDAURP_CE_Oct23_GPU.xml	1537	sa restructuration			
1965-SDAURP_CE_Oct23_GPU.xml	1537	la création d'infrastructures routières et ferrées	qui contribueront à mettre une certaine unité	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1537	désenclaveront			
1965-SDAURP_CE_Oct23_GPU.xml	1545	l'aménagement de la "Corniche des Forts"			
1965-SDAURP_CE_Oct23_GPU.xml	1545	reliant entre eux les forts			
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourront être désaffectés	pourront	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1545	serait constituée en bordure de ce plateau, une zone de jardins et de bois			
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourraient cependant être localisés des écoles ou des équipements publics	pourraient	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1546	l'aménagement des abords de l'antenne de Bagnolet			
1965-SDAURP_CE_Oct23_GPU.xml	1546	création à la porte de Bagnolet, en bordure du boulevard périphérique, d'un complexe parc de stationnement - gare d'autobus- centre commercial			
1965-SDAURP_CE_Oct23_GPU.xml	1546	cette nouvelle autoroute	l'élément majeur	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1546	restructuration de cette banlieue			
1965-SDAURP_CE_Oct23_GPU.xml	1546	seront branchées			
1965-SDAURP_CE_Oct23_GPU.xml	1546	des opérations complémentaires			
1965-SDAURP_CE_Oct23_GPU.xml	1551	doit être préservé et exploité	doit	autre	
1965-SDAURP_CE_Oct23_GPU.xml	1551	en évitant la construction dans les lotissements existants d'immeubles importants	au hasard des parcelles libres	axiol	
1965-SDAURP_CE_Oct23_GPU.xml	1553	Ces aménagements	seront facilités	axiol	pos
1965-SDAURP_CE_Oct23_GPU.xml	1553	au barrage à construire			
