Nom_fichier	Numéro_Phrase	Dynamique	Lieu_objet	Lieu_loc	Temps	Acteur	Perc	Doc
1958-padog_20230710_baliseSeulement.xml	11	Le développement extraordinaire de Paris et de sa Région	sa Région				extraordinaire	
1958-padog_20230710_baliseSeulement.xml	12	son embellissement et à son équipement						
1958-padog_20230710_baliseSeulement.xml	13	la croissance de PARIS	PARIS			des Gouvernements successifs	L’un des plus constants soucis	
1958-padog_20230710_baliseSeulement.xml	15	en bâtissant les enceintes successives de Paris	les enceintes successives de Paris			les Fermiers Généraux	cette volonté	
1958-padog_20230710_baliseSeulement.xml	16	se bastissent						
1958-padog_20230710_baliseSeulement.xml	17	la création de nouveaux quartiers						
1958-padog_20230710_baliseSeulement.xml	18	l’opération d’extension	terrains					
1958-padog_20230710_baliseSeulement.xml	20	devront être matérialisées	ces nouvelles limites	« à commencer depuis la rivière vis-à-vis le gros pavillon des Tuileries de ladite rivière en amont à regagner le bastion de l’Arsenal circuisant la ligne qui doit enclore les fauxbourgs Saint-Germain, Saint-Michel, Saint-Jacques, Saint-Marcel et Saint-Victor »			devront	
1958-padog_20230710_baliseSeulement.xml	21	L’extension		sur la rive gauche			sensible	
1958-padog_20230710_baliseSeulement.xml	22	l’embellissement de cette ville						
1958-padog_20230710_baliseSeulement.xml	23	l’accroissement continuel et de l’augmentation de « la grande ville	la grande ville		A cette époque		on se plaint	
1958-padog_20230710_baliseSeulement.xml	24	percements de rues						
1958-padog_20230710_baliseSeulement.xml	25	nouvel accroissement						
1958-padog_20230710_baliseSeulement.xml	26	interdiction de construire						
1958-padog_20230710_baliseSeulement.xml	28	l’extension des limites à l’intérieur desquelles on percevait l’impôt	limites à l’intérieur desquelles on percevait l’impôt		En 1785	les Fermiers Généraux		
1958-padog_20230710_baliseSeulement.xml	29	accroît à son tour la superficie de Paris						
1958-padog_20230710_baliseSeulement.xml	30	transforme						
1958-padog_20230710_baliseSeulement.xml	31	un développement considérable de l’agglomération parisienne						
1958-padog_20230710_baliseSeulement.xml	32	s’accroîtra	elle		En moins de 80 ans			
1958-padog_20230710_baliseSeulement.xml	33	ne tardèrent pas à occuper des surfaces égales à près d’une fois et demi celle de Paris (13.000 hectares)		13.000 hectares				
1958-padog_20230710_baliseSeulement.xml	34	un développement aussi anarchique qu’inesthétique et ruineux				un Comité Supérieur de l’Aménagement et de l’Organisation Générale de la Région Parisienne	ruineux	
1958-padog_20230710_baliseSeulement.xml	35	les zones réservées à l’habitation						
1958-padog_20230710_baliseSeulement.xml	37	avoir sauvegardé des espaces libres ou boisés						
1958-padog_20230710_baliseSeulement.xml	38	ont définitivement effacé les traces de la dernière enceinte						
1958-padog_20230710_baliseSeulement.xml	39	s’agrandit	une seule ville					
1958-padog_20230710_baliseSeulement.xml	41	des problèmes d’aménagement du territoire						
1958-padog_20230710_baliseSeulement.xml	42	L’aménagement de la Région Parisienne	la Région Parisienne				un problème national	
1958-padog_20230710_baliseSeulement.xml	43	L’organisation et l’aménagement de la Région Parisienne	la Région Parisienne				des « affaires d’État »	
1958-padog_20230710_baliseSeulement.xml	44	être conçues et réalisées						
1958-padog_20230710_baliseSeulement.xml	45	ces tâches		Dans la Région Parisienne			particulièrement lourdes et complexes	
1958-padog_20230710_baliseSeulement.xml	46	Les transformations à apporter	divers réseaux de communication, d’énergie, d’adduction d’eau et d’assainissement					
1958-padog_20230710_baliseSeulement.xml	47	devront être concentrés, groupés ou créés les différents services publics	les différents services publics	Les zones			devront	
1958-padog_20230710_baliseSeulement.xml	49	Les zones à protéger	Les zones					
1958-padog_20230710_baliseSeulement.xml	50	l’urbanisation peut être poursuivie ou entreprise	Les secteurs				peut	
1958-padog_20230710_baliseSeulement.xml	51	la création						
1958-padog_20230710_baliseSeulement.xml	52	les parcs urbains à aménager ou à créer						
1958-padog_20230710_baliseSeulement.xml	53	une volonté d’aménagement et d’organisation			de l’AN 2.000			
1958-padog_20230710_baliseSeulement.xml	55	Le Devenir de PARIS	PARIS				nécessite des options importantes	
1958-padog_20230710_baliseSeulement.xml	56	toutes les réalisations nouvelles, tant en matière de construction que d’équipement				les particuliers		
1958-padog_20230710_baliseSeulement.xml	57	étendu	un périmètre tracé approximativement à 35 km autour de Notre-Dame	à une partie du département de l’Oise				
1958-padog_20230710_baliseSeulement.xml	58	l’aménagement de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	59	les opérations			au cours des prochaines années	particuliers	paraissent devoir être retenues	Le plan
1958-padog_20230710_baliseSeulement.xml	60	l’avenir de la Région	la Région				les possibilités plus vastes nécessaires	
1958-padog_20230710_baliseSeulement.xml	61	puissent ainsi être réalisées						
1958-padog_20230710_baliseSeulement.xml	63	convergence des activités nationales						
1958-padog_20230710_baliseSeulement.xml	64	La concentration industrielle		autour de la Capitale	à partir du XIXe siècle			
1958-padog_20230710_baliseSeulement.xml	65	n’a pu être réalisé						
1958-padog_20230710_baliseSeulement.xml	66	des propositions pour l’aménagement et l’organisation de la Région Parisienne	la Région Parisienne				peuvent être établies	
1958-padog_20230710_baliseSeulement.xml	67	son accroissement particulièrement rapide						
1958-padog_20230710_baliseSeulement.xml	68	nouveaux groupes d'habitation						
1958-padog_20230710_baliseSeulement.xml	70	entraînera obligatoirement des localisations nouvelles	des localisations nouvelles				on doit tenir compte	
1958-padog_20230710_baliseSeulement.xml	71	l’exploitation avisée des richesses touristiques (monuments, sites, forêts, parcs, plans d’eau, etc.)	parcs, plans d’eau					
1958-padog_20230710_baliseSeulement.xml	72	l’agglomération de demain						
1958-padog_20230710_baliseSeulement.xml	73	de très belles réalisations urbaines						
1958-padog_20230710_baliseSeulement.xml	74	les réalisations d’Haussmann						
1958-padog_20230710_baliseSeulement.xml	75	s’y sont développées						
1958-padog_20230710_baliseSeulement.xml	76	n’ont pas effacé les tristes lotissements de la première moitié du siècle						
1958-padog_20230710_baliseSeulement.xml	77	un nouvel aménagement de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	78	se trouvent progressivement reportées						
1958-padog_20230710_baliseSeulement.xml	80	Cet assainissement des quartiers nobles	des quartiers nobles				doit leur conserver l’animation, l’exubérance même, qui marquent d’une façon si caractéristique l’ambiance de PARIS, et qui sont à l’origine de son rayonnement	
1958-padog_20230710_baliseSeulement.xml	81	interdisant des expansions administratives inconsidérées						
1958-padog_20230710_baliseSeulement.xml	82	leur permettent de se moderniser						
1958-padog_20230710_baliseSeulement.xml	83	l’installation des services publics indispensables						
1958-padog_20230710_baliseSeulement.xml	84	renouvellement progressif de l’habitat						
1958-padog_20230710_baliseSeulement.xml	86	Leur rénovation progressive					doit conduire à les aérer	
1958-padog_20230710_baliseSeulement.xml	87	former une énorme agglomération						
1958-padog_20230710_baliseSeulement.xml	89	construit						
1958-padog_20230710_baliseSeulement.xml	90	un développement harmonieux					harmonieux	
1958-padog_20230710_baliseSeulement.xml	91	se développer	L’industrie et les activités	dans certaines banlieues				
1958-padog_20230710_baliseSeulement.xml	94	une réalisation normale des équipements						
1958-padog_20230710_baliseSeulement.xml	97	un projet de réorganisation						
1958-padog_20230710_baliseSeulement.xml	98	doivent être rénovés	des centres urbains vivants correspondant aux noyaux anciens des communes suburbaines	Aux portes mêmes de PARIS			doivent	
1958-padog_20230710_baliseSeulement.xml	99	en restructurant l’agglomération						
1958-padog_20230710_baliseSeulement.xml	101	créer des noyaux nouveaux						
1958-padog_20230710_baliseSeulement.xml	102	faut les équiper	les				faut	
1958-padog_20230710_baliseSeulement.xml	104	son maintien						
1958-padog_20230710_baliseSeulement.xml	106	le développement						
1958-padog_20230710_baliseSeulement.xml	109	la réalisation						
1958-padog_20230710_baliseSeulement.xml	110	le maintien						
1958-padog_20230710_baliseSeulement.xml	111	mettre en pratique ce plan de décentralisation						
1958-padog_20230710_baliseSeulement.xml	112	toute construction d'immeuble privé	immeuble privé					L'un de ces décrets
1958-padog_20230710_baliseSeulement.xml	114	pourraient, avec beaucoup d’intérêt, être regroupées	Elles	dans des villes de province			avec beaucoup d’intérêt	
1958-padog_20230710_baliseSeulement.xml	115	se sont dispersées						
1958-padog_20230710_baliseSeulement.xml	116	continuer à accroître dans ce domaine la concentration parisienne						
1958-padog_20230710_baliseSeulement.xml	118	doivent y être conservés, aménagés, voire complétés ou exaltés	Tous les éléments de classe exceptionnelle				exaltés	
1958-padog_20230710_baliseSeulement.xml	119	peuvent être plus opportunément placés	Certains autres	dans d'autres villes			opportunément	
1958-padog_20230710_baliseSeulement.xml	122	prévoir les nouveaux établissements universitaires indispensables	les nouveaux établissements universitaires indispensables	dans quelques points bien choisis de cette banlieue	au cours des prochaines années			
1958-padog_20230710_baliseSeulement.xml	124	le développement très important du secteur tertiaire	secteur tertiaire		au cours de ces dernières années		était freiné	
1958-padog_20230710_baliseSeulement.xml	125	a chassé progressivement et presque complètement l’habitation	l’habitation	de certaines voies des VIIIe, XVIIe et même XVIe arrondissements de PARIS				
1958-padog_20230710_baliseSeulement.xml	126	pourraient être avantageusement localisées	de telles installations	dans des villes de province bien reliées à la Capitale			avantageusement	
1958-padog_20230710_baliseSeulement.xml	127	ce mouvement						
1958-padog_20230710_baliseSeulement.xml	128	supprimer cette activité industrielle intense	cette activité industrielle intense				ce qui serait d’ailleurs irréalisable	
1958-padog_20230710_baliseSeulement.xml	129	leur développement						
1958-padog_20230710_baliseSeulement.xml	130	une réinstallation						
1958-padog_20230710_baliseSeulement.xml	131	libérerait des terrains	des terrains					
1958-padog_20230710_baliseSeulement.xml	132	peut raisonnablement être implanté						
1958-padog_20230710_baliseSeulement.xml	133	le développement de ce qui n’ajouterait rien à son rôle de Capitale	ce qui n’ajouterait rien à son rôle de Capitale					
1958-padog_20230710_baliseSeulement.xml	134	une rénovation et une restructuration de l'agglomération parisienne	l'agglomération parisienne				indispensables	
1958-padog_20230710_baliseSeulement.xml	135	cette restructuration					peut être entreprise	
1958-padog_20230710_baliseSeulement.xml	136	cette rénovation						
1958-padog_20230710_baliseSeulement.xml	137	pouvait être menée rapidement						
1958-padog_20230710_baliseSeulement.xml	138	seront groupés habitations, emplois et tous les services indispensables à une vie urbaine organisée rationnellement						
1958-padog_20230710_baliseSeulement.xml	139	constituer des « pôles d’attraction » importants, des centres « d’approvisionnement » en biens de toute nature, de culture, de services et d’emplois						
1958-padog_20230710_baliseSeulement.xml	140	doivent être réalisés						
1958-padog_20230710_baliseSeulement.xml	141	l’installation et le développement d’éléments du secteur privé						
1958-padog_20230710_baliseSeulement.xml	142	noyaux urbains nouveaux						
1958-padog_20230710_baliseSeulement.xml	143	pourront-elles y être implantées						
1958-padog_20230710_baliseSeulement.xml	144	s’y développent						
1958-padog_20230710_baliseSeulement.xml	145	ces nouveaux centres urbains						
1958-padog_20230710_baliseSeulement.xml	147	la création de plusieurs de ces noyaux						
1958-padog_20230710_baliseSeulement.xml	149	doivent être non seulement disponibles mais aménagés						
1958-padog_20230710_baliseSeulement.xml	151	créer une véritable ville nouvelle						
1958-padog_20230710_baliseSeulement.xml	153	puissent être aménagées	des relations rapides routières et ferrées, tant avec PARIS qu’avec les parties peuplées de l’agglomération les plus voisines				sans dépenses exagérées	
1958-padog_20230710_baliseSeulement.xml	154	nouvelles villes anglaises	villes anglaises					
1958-padog_20230710_baliseSeulement.xml	155	Villes nouvelles	Villes	à proximité de l’agglomération actuelle				
1958-padog_20230710_baliseSeulement.xml	156	Extension importante de villes existantes	villes existantes				importante	
1958-padog_20230710_baliseSeulement.xml	157	Villes nouvelles	Villes	à 40 ou 50 km de PARIS				
1958-padog_20230710_baliseSeulement.xml	159	VILLES CRÉÉES	VILLES	à proximité de l’agglomération mais extérieures à cette dernière				
1958-padog_20230710_baliseSeulement.xml	160	aucune infrastructure nouvelle	aucune infrastructure					
1958-padog_20230710_baliseSeulement.xml	161	pourra, le cas échéant, être créé	un point d’arrêt nouveau				pourra	
1958-padog_20230710_baliseSeulement.xml	162	se sont créés ainsi le long des voies ferrées près des gares, des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	le long des voies ferrées près des gares				
1958-padog_20230710_baliseSeulement.xml	163	leur création	cités-dortoirs					
1958-padog_20230710_baliseSeulement.xml	164	leur apporter des activités indispensables						
1958-padog_20230710_baliseSeulement.xml	167	constitueraient ainsi de véritables prolongements tentaculaires						
1958-padog_20230710_baliseSeulement.xml	168	l’aménagement et l’organisation générale de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	169	la création de villes satellites échelonnées						
1958-padog_20230710_baliseSeulement.xml	170	l'extension importante de villes existantes						
1958-padog_20230710_baliseSeulement.xml	171	la création de cités nouvelles importantes						
1958-padog_20230710_baliseSeulement.xml	172	noyaux urbains nouveaux à créer						
1958-padog_20230710_baliseSeulement.xml	173	CRÉATION DE VILLES SATELLITES	VILLES SATELLITES	SUR DE GRANDS AXES DE CIRCULATION				
1958-padog_20230710_baliseSeulement.xml	174	Implantations		au long de « grands axes »				
1958-padog_20230710_baliseSeulement.xml	177	EXTENSION DES VILLES EXISTANTES	VILLES EXISTANTES					
1958-padog_20230710_baliseSeulement.xml	178	extensions						
1958-padog_20230710_baliseSeulement.xml	179	CITÉS NOUVELLES	CITÉS	A 40 ou 50 km DE PARIS				
1958-padog_20230710_baliseSeulement.xml	180	nouveaux centres urbains	centres urbains					
1958-padog_20230710_baliseSeulement.xml	181	Nouvelles zones d'activités	zones d'activités					
1958-padog_20230710_baliseSeulement.xml	182	RÉORGANISATION DE LA BANLIEUE	LA BANLIEUE	AUTOUR DE NOYAUX URBAINS				
1958-padog_20230710_baliseSeulement.xml	184	EXTENSION IMPORTANTE DE VILLES EXISTANTES	VILLES EXISTANTES	A 40 OU 50 KM				
1958-padog_20230710_baliseSeulement.xml	185	croître	les				On peut les voir	
1958-padog_20230710_baliseSeulement.xml	186	cette évolution progressive					Bien conduite	
1958-padog_20230710_baliseSeulement.xml	187	à créer						
1958-padog_20230710_baliseSeulement.xml	188	prennent une vie propre	ces villes					
1958-padog_20230710_baliseSeulement.xml	190	la ville nouvelle						
1958-padog_20230710_baliseSeulement.xml	191	seraient à créer	les services publics					
1958-padog_20230710_baliseSeulement.xml	192	la création d’une ville entièrement nouvelle						
1958-padog_20230710_baliseSeulement.xml	193	une extension modérée	ces villes				modérée	
1958-padog_20230710_baliseSeulement.xml	194	créer une ville						
1958-padog_20230710_baliseSeulement.xml	197	la doter des équipements voulus						
1958-padog_20230710_baliseSeulement.xml	198	une création relativement limitée						
1958-padog_20230710_baliseSeulement.xml	200	créer une ville	une ville	à 50 km de PARIS			Mais dans quel but	
1958-padog_20230710_baliseSeulement.xml	201	placer		y				
1958-padog_20230710_baliseSeulement.xml	202	créer de véritables villes universitaires						
1958-padog_20230710_baliseSeulement.xml	203	créer les services publics						
1958-padog_20230710_baliseSeulement.xml	204	une amélioration à la structure de l’agglomération parisienne	l’agglomération parisienne				on peut se demander en quoi elle apporterait	
1958-padog_20230710_baliseSeulement.xml	205	une telle création						
1958-padog_20230710_baliseSeulement.xml	206	nouveaux noyaux urbains	noyaux urbains					
1958-padog_20230710_baliseSeulement.xml	207	nouveaux quartiers					indispensable	
1958-padog_20230710_baliseSeulement.xml	208	seront conçus ou améliorés						
1958-padog_20230710_baliseSeulement.xml	209	le nouveau noyau urbain	noyau urbain					
1958-padog_20230710_baliseSeulement.xml	210	s’y développeront	les centres d’affaires et de travail	y				
1958-padog_20230710_baliseSeulement.xml	212	étendront progressivement leur zone d’influence						
1958-padog_20230710_baliseSeulement.xml	213	de grands axes actuels ou projetés	de grands axes					
1958-padog_20230710_baliseSeulement.xml	214	les réaliser						
1958-padog_20230710_baliseSeulement.xml	215	l’aménagement de la Région						
1958-padog_20230710_baliseSeulement.xml	216	non de l’étendre						
1958-padog_20230710_baliseSeulement.xml	218	nouveaux noyaux urbains principaux et secondaires	noyaux urbains principaux et secondaires					
1958-padog_20230710_baliseSeulement.xml	219	pouvoir être réalisés						
1958-padog_20230710_baliseSeulement.xml	220	viendront facilement s’installer						
1958-padog_20230710_baliseSeulement.xml	221	toutes réalisations de cette importance qui s’échelonneront						
1958-padog_20230710_baliseSeulement.xml	222	une restructuration de l’agglomération	l’agglomération				pourraient permettre	
1958-padog_20230710_baliseSeulement.xml	223	son prolongement éventuel	LA DÉFENSE	dans la plaine de MONTESSON			éventuel	
1958-padog_20230710_baliseSeulement.xml	224	prolonger vers l’Ouest le grand axe de PARIS : Louvre, Concorde, Étoile						
1958-padog_20230710_baliseSeulement.xml	225	mouvement vers l’Ouest du quartier des affaires						
1958-padog_20230710_baliseSeulement.xml	226	un étalement très importants						
1958-padog_20230710_baliseSeulement.xml	227	la construction du Centre National des Industries et des Techniques	Centre National des Industries et des Techniques				L’entreprise hardie	
1958-padog_20230710_baliseSeulement.xml	229	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»						
1958-padog_20230710_baliseSeulement.xml	230	la réalisation d’une transversale rapide Est-Ouest de PARIS			le commencement			
1958-padog_20230710_baliseSeulement.xml	232	le prolongement éventuel de l’opération « DÉFENSE »	l’opération « DÉFENSE »				éventuel	
1958-padog_20230710_baliseSeulement.xml	233	un nouveau noyau urbain important						
1958-padog_20230710_baliseSeulement.xml	234	pouvait être transféré						
1958-padog_20230710_baliseSeulement.xml	235	un transfert de ces installations aéronautiques						
1958-padog_20230710_baliseSeulement.xml	236	l’étude d’une utilisation du Plateau de Villacoublay	Plateau de Villacoublay				mérite-t-elle d’être entreprise	
1958-padog_20230710_baliseSeulement.xml	238	la construction d’un noyau important	un noyau important				On pourrait prévoir	
1958-padog_20230710_baliseSeulement.xml	239	la construction d’une ville universitaire ou d’une cité administrative	une cité administrative				On peut envisager	
1958-padog_20230710_baliseSeulement.xml	240	la construction d’une ville-parc spécialement aménagée pour les sports et les loisirs						
1958-padog_20230710_baliseSeulement.xml	241	devant être améliorée						
1958-padog_20230710_baliseSeulement.xml	242	grignotée sans cesse par des lotissements ou des exploitations de carrières	la forêt de BONDY				grignotée	
1958-padog_20230710_baliseSeulement.xml	244	le développement s’est poursuivi de façon anarchique	cette région				de façon anarchique	
1958-padog_20230710_baliseSeulement.xml	246	créer un vaste parc départemental	un vaste parc départemental	à LA COURNEUVE		le département de la Seine	a envisagé	
1958-padog_20230710_baliseSeulement.xml	247	son développement envisagé						
1958-padog_20230710_baliseSeulement.xml	248	l’extension et à la modernisation sur place de l’aérodrome actuel						
1958-padog_20230710_baliseSeulement.xml	249	pouvait être aménagé						
1958-padog_20230710_baliseSeulement.xml	250	un élément restructurateur de tout l’ensemble indiqué précédemment						
1958-padog_20230710_baliseSeulement.xml	251	formeraient une couronne						
1958-padog_20230710_baliseSeulement.xml	252	les trois noyaux de restructuration	les trois noyaux					
1958-padog_20230710_baliseSeulement.xml	253	un centre restructurateur						
1958-padog_20230710_baliseSeulement.xml	254	une organisation de la partie de banlieue						
1958-padog_20230710_baliseSeulement.xml	256	la sauvegarde						le Plan d’Aménagement
1958-padog_20230710_baliseSeulement.xml	257	un prolongement tentaculaire de l’agglomération						
1958-padog_20230710_baliseSeulement.xml	258	la restructuration de la banlieue	la banlieue					
1958-padog_20230710_baliseSeulement.xml	259	les constructions nouvelles						
1958-padog_20230710_baliseSeulement.xml	260	certains ensembles réalisés	certains ensembles		Au cours des dernières années	quelques grands organismes constructeurs		
1958-padog_20230710_baliseSeulement.xml	261	doivent être convenablement équipées	des unités				convenablement	
1958-padog_20230710_baliseSeulement.xml	262	localiser dans leur périmètre certains équipements publics nécessaires	certains équipements publics nécessaires	dans leur périmètre			permettront	
1958-padog_20230710_baliseSeulement.xml	263	l’effort de rénovation entrepris						
1958-padog_20230710_baliseSeulement.xml	264	la réalisation	Les grands ensembles	près de PARIS				
1958-padog_20230710_baliseSeulement.xml	274	une possibilité de construction de quelque 85.000 logements et 200 hectares de zones d’activités	200 hectares de zones d’activités				une possibilité	
1958-padog_20230710_baliseSeulement.xml	275	un grand nombre d’autres opérations importantes						
1958-padog_20230710_baliseSeulement.xml	276	« colmater » les derniers vides de l’agglomération						
1958-padog_20230710_baliseSeulement.xml	277	reconquête des anciens quartiers ou centres urbains vétustes ou insalubres de PARIS ou des communes de banlieue	communes de banlieue					
1958-padog_20230710_baliseSeulement.xml	278	une réorganisation à grande échelle de la Région Parisienne						
1958-padog_20230710_baliseSeulement.xml	279	remise en ordre	PARIS ou de sa banlieue				remise en ordre	
1958-padog_20230710_baliseSeulement.xml	280	demeurer une zone de détente et de loisirs						
1958-padog_20230710_baliseSeulement.xml	281	la rénovation et la restructuration de la banlieue	la banlieue					
1958-padog_20230710_baliseSeulement.xml	282	des rénovations internes						
1958-padog_20230710_baliseSeulement.xml	283	la libération d’un certain nombre d’emplacements						
1958-padog_20230710_baliseSeulement.xml	284	Le report vers la périphérie de PARIS des centres d’approvisionnement ou de gares routières à marchandises	gares routières à marchandises	vers la périphérie de PARIS				
1958-padog_20230710_baliseSeulement.xml	285	la construction dans PARIS même de grands édifices publics	grands édifices publics	dans PARIS même				
1958-padog_20230710_baliseSeulement.xml	286	les possibilités d’avenir de cette Région						
1958-padog_20230710_baliseSeulement.xml	287	Le maintien de cette zone rurale	cette zone rurale	autour d’une agglomération aussi dense			est d’une nécessité absolue	
1958-padog_20230710_baliseSeulement.xml	289	doit s’étioler						
1958-padog_20230710_baliseSeulement.xml	291	Un effort correspondant d’aménagement et d’équipement de ces localités	ces localités				Un effort	
1958-padog_20230710_baliseSeulement.xml	294	devra donc aussi être développé ou amélioré	L’équipement hôtelier				devra	
1958-padog_20230710_baliseSeulement.xml	295	seront implantées simultanément						
1958-padog_20230710_baliseSeulement.xml	296	tous prolongements tentaculaires de la banlieue parisienne						
1958-padog_20230710_baliseSeulement.xml	297	devraient suivre un développement normal	les cités de COULOMMIERS et de PROVINS	en plein cœur de la Brie			normal	
1958-padog_20230710_baliseSeulement.xml	298	l’aménagement de la zone rurale de la Région Parisienne	la zone rurale de la Région Parisienne				un appoint non négligeable	
1958-padog_20230710_baliseSeulement.xml	299	un desserrement d’activités	activités					
1958-padog_20230710_baliseSeulement.xml	300	pourraient être ainsi libérés	des emplacements				pourraient	
1958-padog_20230710_baliseSeulement.xml	301	Une stabilisation de la Région Parisienne	la Région Parisienne					une politique nationale d’aménagement du territoire
1958-padog_20230710_baliseSeulement.xml	302	nouveaux noyaux urbains principaux et secondaires						
1958-padog_20230710_baliseSeulement.xml	303	sera maintenue	Une zone boisée et rurale importante	autour de cette agglomération				
1958-padog_20230710_baliseSeulement.xml	304	pourront recevoir un accroissement modéré	certaines agglomérations	Dans cette zone			modéré	
1958-padog_20230710_baliseSeulement.xml	305	Les développements importants d’agglomérations	agglomérations	au plus près dans les villes à deux heures de PARIS, comme ROUEN, AMIENS, REIMS, TROYES, ORLEANS, LE MANS			ne pourront être admis	
1958-padog_20230710_baliseSeulement.xml	306	l’évolution future de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	307	la rénovation des logements vétustes, insalubres ou surpeuplés						
1958-padog_20230710_baliseSeulement.xml	309	Le remplacement de ces logements	ces logements				devrait pouvoir être assuré immédiatement	
1958-padog_20230710_baliseSeulement.xml	310	des opérations de cette nature						
1958-padog_20230710_baliseSeulement.xml	311	6.000 logements insalubres à détruire						
1958-padog_20230710_baliseSeulement.xml	312	destruction						
1958-padog_20230710_baliseSeulement.xml	314	pourrait être réalisé			dans un délai de 15 ans		pourrait	un tel programme
1958-padog_20230710_baliseSeulement.xml	315	le remplacement	au moins 160.000 logements particulièrement anciens et vétustes		dans les plus brefs délais		s’impose	
1958-padog_20230710_baliseSeulement.xml	316	un étalement			sur une période de 15 ans			
1958-padog_20230710_baliseSeulement.xml	317	les 427.000 logements neufs réalisés	les 427.000 logements neufs	dans la Région Parisienne	depuis la guerre			
1958-padog_20230710_baliseSeulement.xml	318	les 60.000 logements insalubres et les 160.000 logements vétustes supposés reconstruits	les 160.000 logements vétustes		assez rapidement		supposés	
1958-padog_20230710_baliseSeulement.xml	319	le renouvellement exceptionnel du patrimoine immobilier insalubre ou vétuste						
1958-padog_20230710_baliseSeulement.xml	322	« reconquête »						
1958-padog_20230710_baliseSeulement.xml	323	des opérations						
1958-padog_20230710_baliseSeulement.xml	324	Remplacement des logements insalubres	logements insalubres					
1958-padog_20230710_baliseSeulement.xml	326	Renouvellement exceptionnel du patrimoine immobilier	patrimoine immobilier				exceptionnel	
1958-padog_20230710_baliseSeulement.xml	328	Renouvellement normal du patrimoine immobilier	patrimoine immobilier				normal	
1958-padog_20230710_baliseSeulement.xml	330	devraient être construits	25.000 logements				devraient	
1958-padog_20230710_baliseSeulement.xml	331	l’effort considérable de construction		dans la Région Parisienne	depuis quelques années		l’effort considérable	
1958-padog_20230710_baliseSeulement.xml	332	69.000 logements terminés	69.000 logements		en 1957			
1958-padog_20230710_baliseSeulement.xml	333	un volume de construction de 60.000 logements par an à soutenir	60.000 logements par an	dans la Région Parisienne	pendant 10 ans			
1958-padog_20230710_baliseSeulement.xml	335	la rénovation de l’habitat parisien	l’habitat parisien		dans les prochaines années		l’effort capital qu’il faudra fournir	
1958-padog_20230710_baliseSeulement.xml	337	les programmes de rénovation publique						
1958-padog_20230710_baliseSeulement.xml	338	pourront être localisés						
1958-padog_20230710_baliseSeulement.xml	339	villes nouvelles						
1958-padog_20230710_baliseSeulement.xml	341	l’équipement						
1958-padog_20230710_baliseSeulement.xml	342	des opérations publiques ou privées de rénovation d’îlots ou de quartiers vétustes, insalubres ou mal occupés	îlots ou de quartiers vétustes, insalubres ou mal occupés					
1958-padog_20230710_baliseSeulement.xml	344	l’élément moteur de la rénovation de certains quartiers de PARIS et de banlieue	certains quartiers de PARIS et de banlieue				Ils doivent être	
1958-padog_20230710_baliseSeulement.xml	345	sa densification						
1958-padog_20230710_baliseSeulement.xml	346	seuls secteurs anciens, insalubres ou vétustes à rénover	seuls secteurs anciens, insalubres ou vétustes			l'action publique		
1958-padog_20230710_baliseSeulement.xml	347	des possibilités de construction pour 200.000 logements						
1958-padog_20230710_baliseSeulement.xml	348	une densification						
1958-padog_20230710_baliseSeulement.xml	349	de telles opérations						
1958-padog_20230710_baliseSeulement.xml	350	Les chantiers importants de construction					importants	
1958-padog_20230710_baliseSeulement.xml	351	ces opérations		des superficies affectées ou susceptibles d’être affectées	dans les prochaines années			Le Plan d’Aménagement de la Région Parisienne
1958-padog_20230710_baliseSeulement.xml	352	l’un des éléments de réalisation						
1958-padog_20230710_baliseSeulement.xml	353	ces nouveaux noyaux urbains	noyaux urbains					
1958-padog_20230710_baliseSeulement.xml	354	LES OPÉRATIONS PRÉVUES DANS LA PREMIÈRE CATÉGORIE				des sociétés ou des particuliers	doivent pouvoir être entreprises	
1958-padog_20230710_baliseSeulement.xml	355	CELLES DE LA DEUXIÈME CATÉGORIE				des syndicats groupant les propriétaires d’un ou plusieurs îlots	paraissent devoir être conduites	
1958-padog_20230710_baliseSeulement.xml	356	l’action continue et persévérante						
1958-padog_20230710_baliseSeulement.xml	357	la réalisation nécessairement fractionnée						
1958-padog_20230710_baliseSeulement.xml	358	des opérations hautement désirables sur le plan général de l’aménagement					hautement désirables	
1958-padog_20230710_baliseSeulement.xml	359	LES GRANDES OPÉRATIONS				un organisme		
1958-padog_20230710_baliseSeulement.xml	360	une grande opération d’urbanisme						
1958-padog_20230710_baliseSeulement.xml	361	une opération		dans un secteur déterminé				
1958-padog_20230710_baliseSeulement.xml	362	tous les terrains qui sont ainsi susceptibles d’être urbanisés	tous les terrains		dans les prochaines années		susceptibles	
1958-padog_20230710_baliseSeulement.xml	363	les zones à urbaniser	les zones					Les textes récents
