Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	axe_temp	absolu	Type
1958-padog_CE_Oct23_GP.xml	843	tous les terrains qui sont ainsi susceptibles d’être urbanisés	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	897	les concentrations réalisées	à la fin du XIXe siècle	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	1005	La réalisation de cette prévision	la deuxième moitié du XXe siècle	fut	oui	dur
1958-padog_CE_Oct23_GP.xml	1024	Aucune transformation importante	depuis les grandes opérations de voirie réalisée par HAUSSMANN ou ses successeurs	pas		
1958-padog_CE_Oct23_GP.xml	1024	l’aménagement des Boulevards des Maréchaux, de quelques ouvrages souterrains, des voies sur berge				
1958-padog_CE_Oct23_GP.xml	1024	l’amorce d’un boulevard périphérique				
1958-padog_CE_Oct23_GP.xml	1024	les grandes opérations de voirie réalisée				
1958-padog_CE_Oct23_GP.xml	1026	la création importante de voies nouvelles				
1958-padog_CE_Oct23_GP.xml	1026	l’autoroute de l’Ouest mise en service	depuis la guerre	pas		
1958-padog_CE_Oct23_GP.xml	1026	l’amélioration des traverses				
1958-padog_CE_Oct23_GP.xml	1076	devant être dans l’avenir le grand terrain d’aviation de la Région Parisienne	dans l’avenir	fut		
1958-padog_CE_Oct23_GP.xml	1077	un certain nombre d’opérations	depuis plusieurs années	pas		dur
1958-padog_CE_Oct23_GP.xml	1083	empêcher tout développement urbain de ce secteur				
1958-padog_CE_Oct23_GP.xml	1083	l’aménagement de la Région Parisienne				
1958-padog_CE_Oct23_GP.xml	1083	a étudié la localisation éventuelle d’un aérodrome Nord de Paris				
1958-padog_CE_Oct23_GP.xml	1083	remplacer ultérieurement l’aéroport du BOURGET	ultérieurement	fut		
1958-padog_CE_Oct23_GP.xml	1085	L’avenir de cet aérodrome	L’avenir	fut		
1958-padog_CE_Oct23_GP.xml	1097	doivent être situés				
1958-padog_CE_Oct23_GP.xml	1097	centres d’activité, actuels ou futurs	futurs	fut		
1958-padog_CE_Oct23_GP.xml	1120	l’évolution future de la Région Parisienne	future	fut		
1958-padog_CE_Oct23_GP.xml	1144	la voie des réalisations	sur une période qui ne devrait pas excéder 5 ans	fut		dur
1958-padog_CE_Oct23_GP.xml	1179	Les Halles Centrales construites	il y a 100 ans	pas	oui	
1958-padog_CE_Oct23_GP.xml	1210	étudié depuis de longues années	actuellement	pres		dur
1958-padog_CE_Oct23_GP.xml	1210	sont actuellement exécutés				
1958-padog_CE_Oct23_GP.xml	1311	un futur stade de 100.000 places	futur	fut		
1958-padog_CE_Oct23_GP.xml	1313	la conception				
1958-padog_CE_Oct23_GP.xml	1313	un futur parc olympique				
1958-padog_CE_Oct23_GP.xml	1317	son prolongement	ultérieurement	fut		
1958-padog_CE_Oct23_GP.xml	1351	extension de l’Université				
1958-padog_CE_Oct23_GP.xml	1351	la poursuite des travaux en cours	en cours	pres		dur
1958-padog_CE_Oct23_GP.xml	1377	Les centrales thermiques et les couloirs de lignes à très hautes tension, existants ou projetés	à ce jour	pres		
1958-padog_CE_Oct23_GP.xml	1410	un futur parc olympique	futur	fut		
1958-padog_CE_Oct23_GP.xml	1471	une action coordonnée dans les prochaines années des différentes initiatives publiques ou privées	dans les prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	1514	des opérations	dans un délai pouvant atteindre ou même dépasser 10 ans	fut		dur
1958-padog_CE_Oct23_GP.xml	1576	construction de logements	pour les 10 prochaines années	fut		dur
1958-padog_CE_Oct23_GP.xml	1582	ces opérations				
1958-padog_CE_Oct23_GP.xml	1582	devraient pouvoir être réservés et acquis	dès maintenant	pres		
1958-padog_CE_Oct23_GP.xml	1594	dessiner sur le sol PARIS et sa Région de demain				
1958-padog_CE_Oct23_GP.xml	1594	PARIS et sa Région de demain				
1958-padog_CE_Oct23_GP.xml	1594	aménageant				
1958-padog_CE_Oct23_GP.xml	1594	monuments légués	par les siècles passés	pas		dur
1958-padog_CE_Oct23_GP.xml	1594	des œuvres nouvelles				
1958-padog_CE_Oct23_GP.xml	1597	d’autres grandes opérations d’urbanisme	Demain	fut		
1958-padog_CE_Oct23_GP.xml	1645	l’industrialisation de la banlieue	le dernier tiers du XIXe siècle et	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	1645	la prolifération des « lotissements »				
1958-padog_CE_Oct23_GP.xml	1655	l’extension tentaculaire limitée volontairement par les «périmètres d’agglomération», approuvés en 1939, a été effectivement arrêtée	Depuis 1950	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	1840	implantations récentes d’importants groupes d’habitations	récentes	pas		
1958-padog_CE_Oct23_GP.xml	2013	675 opérations de décentralisation	pendant la période du 1er Octobre 1950 au 1er Juin 1960	pas+pres+fut	oui	dur
1958-padog_CE_Oct23_GP.xml	2036	peuvent être réalisées	après exploitation de gisements de sable			
1958-padog_CE_Oct23_GP.xml	2036	peuvent être réaménagés	après enlèvement du sable			
1958-padog_CE_Oct23_GP.xml	2036	création de plans d’eau artificiels				
1958-padog_CE_Oct23_GP.xml	2043	Le développement des industries secondaires s’est poursuivi	depuis la fin du XIXe siècle	pas	oui	dur
1958-padog_CE_Oct23_GP.xml	2043	l’implantation des établissements que pour l’habitation				
1958-padog_CE_Oct23_GP.xml	2057	s’est développée	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GP.xml	2269	premières réalisations de zones d’activités	au fur et à mesure	fut		dur
1958-padog_CE_Oct23_GP.xml	2274	pourront être adaptées suivant l’évolution générale du problème des activités dans les prochaines années et étendues	dans les prochaines années	pas		dur
1958-padog_CE_Oct23_GP.xml	2310	un développement certain				
1958-padog_CE_Oct23_GP.xml	2310	ce développement déjà particulièrement sensible	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GP.xml	2310	la transformation de locaux d’habitation				
1958-padog_CE_Oct23_GP.xml	2310	la construction d’immeubles entiers à usage de bureaux				
1958-padog_CE_Oct23_GP.xml	2323	Grands magasins, services administratifs, bureaux d’études ou de recherches, centres universitaires et culturels de tous ordres, théâtres, installations sportives, etc.appelés à se développer	au cours des années à venir	pas		dur
1958-padog_CE_Oct23_GP.xml	2323	pourront y être groupés				
1958-padog_CE_Oct23_GP.xml	2427	aient été construits	depuis la Libération	pas		dur
2009-Ascher_CE_Oct23.xml	36	Les actions urbaines	dans des durées longues			dur
2009-Ascher_CE_Oct23.xml	457	n’est-il pas obligé d’anticiper le futur	le futur	fut		
2009-Ascher_CE_Oct23.xml	470	les actions à venir	à venir	fut		
2009-Ascher_CE_Oct23.xml	472	l’action d’aménagement				
2009-Ascher_CE_Oct23.xml	472	la ville de demain	demain	fut		
2009-Ascher_CE_Oct23.xml	474	dessiner la ville de demain	demain	fut		
2009-Ascher_CE_Oct23.xml	474	mettre en forme et représenter un futur implicite ou explicite				
2009-Ascher_CE_Oct23.xml	476	la ville de demain	demain	fut		
2009-Ascher_CE_Oct23.xml	476	une vision de Paris				
2009-Ascher_CE_Oct23.xml	476	se met en forme de manière souple				
2009-Ascher_CE_Oct23.xml	478	une idée du futur	futur	fut		
2009-Ascher_CE_Oct23.xml	479	sa ville de demain	demain	fut		
2009-Ascher_CE_Oct23.xml	500	va « prendre »	demain	fut		
2009-Ascher_CE_Oct23.xml	581	l’avenir de la partie centrale de Paris	l’avenir	fut		
2009-Ascher_CE_Oct23.xml	581	l’avenir de la région tout entière	l’avenir	fut		
2009-Ascher_CE_Oct23.xml	598	La planification technocratique				
2009-Ascher_CE_Oct23.xml	598	l’avenir d’une ville	à vingt ans	fut		
2009-Ascher_CE_Oct23.xml	639	ces futurs pôles	futurs	fut		
2009-Ascher_CE_Oct23.xml	699	ont augmenté	pendant de nombreuses années	pas		dur
2009-Ascher_CE_Oct23.xml	699	la jachère				
2009-Ascher_CE_Oct23.xml	726	une vision de l’avenir	l’avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	7	l'avenir du Paris métropolitain	l'avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	7	les propositions stratégiques d'aménagement				
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	7	le grand Paris	à l'horizon de vingt, trente voire quarante ans	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	23	l'avenir de la métropole du XXIe siècle	l'avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	23	l'avenir de l'agglomération parisienne	l'avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	26	l'avenir dudit « Grand Paris»	l'avenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	35	stratégies d'aménagement de l'espace	sur le long terme	fut		dur
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	45	apparaissent	au XIXe siècle	pas		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	46	leur métamorphose progressive	Au cours du XXe siècle	pas	oui	dur
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	46	le passage d'une ville de la production à une ville de la consommation	Au cours du XXe siècle	pas	oui	dur
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	73	ce territoire en devenir	en devenir	fut		
2009-DiscoursNicolasSarkozy_CE_Oct23.xml	73	cette métropole à venir	à venir	fut		
2021-TVK_VF_CE_Aout23.xml	12	naissance du Périphérique	en 1973	pas	oui	
2021-TVK_VF_CE_Aout23.xml	45	Nos récents projets urbains	récents	pas		
2021-TVK_VF_CE_Aout23.xml	45	projets de sol				
2021-TVK_VF_CE_Aout23.xml	45	construisent des continuités				
2021-TVK_VF_CE_Aout23.xml	45	installent des chaînes d’espaces publics étagés				
2021-TVK_VF_CE_Aout23.xml	45	valorisent les sols construits				
2021-TVK_VF_CE_Aout23.xml	57	tout changer	En un temps record			
2021-TVK_VF_CE_Aout23.xml	57	sans tout refaire	En un temps record			
2021-TVK_VF_CE_Aout23.xml	57	un chantier	pour une livraison en 2013	pas	oui	
2021-TVK_VF_CE_Aout23.xml	81	la tentative d’unification spatiale du territoire				
2021-TVK_VF_CE_Aout23.xml	81	l’arrivée des gares du nouveau métro				
2021-TVK_VF_CE_Aout23.xml	81	atterrissage des futures gares				
2021-TVK_VF_CE_Aout23.xml	81	futures gares	futures	fut		
2021-TVK_VF_CE_Aout23.xml	85	CONCEPTION DES ESPACES PUBLICS				
2021-TVK_VF_CE_Aout23.xml	85	FUTUR MÉTRO DU GRAND PARIS EXPRESS	FUTUR	fut		
2021-TVK_VF_CE_Aout23.xml	98	les sites d’intervention				
2021-TVK_VF_CE_Aout23.xml	98	fabriquées	au fil du temps	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	9	sans cesse grandissantes	depuis un siècle	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	9	les trouées des routes nationales				
1965-SDAURP_CE_Oct23_GPU.xml	10	tombaient les fortifications de Thiers	en 1925	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	20	vinrent suspendre pendant plus de dix années toute possibilité de réalisation notable en matière d'urbanisme	pendant plus de dix années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	37	l'avenir de la région parisienne	l'avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	40	l'avenirl'avenir de la région parisienne	l'avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	46	"Devenir de Paris"	Devenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	77	Préparer la région de Paris à son avenir	son avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	77	son aménagement				
1965-SDAURP_CE_Oct23_GPU.xml	107	poursuite de la croissance urbaine générale				
1965-SDAURP_CE_Oct23_GPU.xml	107	un développement accentué des villes de province	Pour la période 1962-1985	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	107	un développement moindre de la région de Paris	Pour la période 1962-1985	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	107	la croissance de la région de Paris serait de 36 %	Pour la période 1962-1985	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	107	s'accroîtraient ensemble de 54 %	Pour la période 1962-1985	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	108	cet accroissement de la région de Paris				
1965-SDAURP_CE_Oct23_GPU.xml	108	la fin de la décentralisation entreprise	il y a une dizaine d'années	pas		
1965-SDAURP_CE_Oct23_GPU.xml	133	La croissance de Paris	entre 1985 et 2000	fut	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	155	auraient en moyenne plus que doublé	De 1962 à 2000	fut	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	155	n'augmenterait que des deux tiers				
1965-SDAURP_CE_Oct23_GPU.xml	155	augmenteraient				
1965-SDAURP_CE_Oct23_GPU.xml	155	n'augmenterait que de 1,5 %				
1965-SDAURP_CE_Oct23_GPU.xml	155	les évolutions prévues				
1965-SDAURP_CE_Oct23_GPU.xml	155	un ralentissement de la croissance de la région de Paris				
1965-SDAURP_CE_Oct23_GPU.xml	155	une accélération de la croissance des autres agglomérations				
1965-SDAURP_CE_Oct23_GPU.xml	161	CROISSANCE DES MÉTROPOLES D’ÉQUILIBRE	1954- 1962	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	199	l'aménagement du territoire				
1965-SDAURP_CE_Oct23_GPU.xml	199	un triplement	en trente-cinq ans	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	212	CROISSANCE DES AGGLOMÉRATIONS IMPORTANTES DU BASSIN PARISIEN	1954-1962	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	221	CROISSANCE DES AGGLOMÉRATIONS MOYENNES	DU BASSIN PARISIEN	1954- 1962	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	274	augmentent de 3% chaque année				
1965-SDAURP_CE_Oct23_GPU.xml	274	auront soutenu un accroissement annuel de l'ordre de 2,5 % en moyenne				
1965-SDAURP_CE_Oct23_GPU.xml	274	commencent à "soulager" Paris				
1965-SDAURP_CE_Oct23_GPU.xml	274	un triplement				
1965-SDAURP_CE_Oct23_GPU.xml	277	voir rapidement grandir les autres villes de France				
1965-SDAURP_CE_Oct23_GPU.xml	277	deviendra plus grand				
1965-SDAURP_CE_Oct23_GPU.xml	280	un freinage des métropoles d'équilibre ou des villes du bassin parisien				
1965-SDAURP_CE_Oct23_GPU.xml	280	leur essor	des années récentes	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	280	le commencement de leur réveil				
1965-SDAURP_CE_Oct23_GPU.xml	280	vont tripler	en moins de quarante ans	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	280	au minimum doubler				
1965-SDAURP_CE_Oct23_GPU.xml	281	préparer une région de Paris				
1965-SDAURP_CE_Oct23_GPU.xml	281	auront d'ici là préparé leur ville, ou plutôt leur agglomération et dans certains cas leur région urbaine toute entière	d'ici là	fut		
1965-SDAURP_CE_Oct23_GPU.xml	313	les usines et les bureaux construits	aujourd'hui	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	314	bâtiments construits	avant 1880	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	314	existent encore	aujourd'hui	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	314	devraient être systématiquement détruits				
1965-SDAURP_CE_Oct23_GPU.xml	338	seront construits	d'ici la fin du siècle	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	338	remplaceront une partie des équipements actuellement existants				
1965-SDAURP_CE_Oct23_GPU.xml	338	la démolition				
1965-SDAURP_CE_Oct23_GPU.xml	338	seraient reconstruits	d'ici la fin du siècle	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	338	les installations et les bâtiments de remplacement				
1965-SDAURP_CE_Oct23_GPU.xml	435	la réalisation des grands ouvrages et des programmes d’équipement				
1965-SDAURP_CE_Oct23_GPU.xml	435	l'avenir de l'agglomération	l'avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	440	l'avenir de l'agglomération				
1965-SDAURP_CE_Oct23_GPU.xml	440	réalisation des grands équipements d'infrastructure, particulièrement de voies ferrées et d'autoroutes				
1965-SDAURP_CE_Oct23_GPU.xml	441	tout retard				
1965-SDAURP_CE_Oct23_GPU.xml	441	peut être réalisé aisément et à coût normal	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	452	les poussées de la ville	depuis 1840	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	478	Tracer le schéma directeur du Paris de demain	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	478	n'est pas dessiner un Brasilia français				
1965-SDAURP_CE_Oct23_GPU.xml	478	les extensions en surface de cette agglomération				
1965-SDAURP_CE_Oct23_GPU.xml	479	cet agrandissement d'une trame urbaine				
1965-SDAURP_CE_Oct23_GPU.xml	479	ont déjà étendue	depuis Haussmann	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	479	la croissance d'une ville				
1965-SDAURP_CE_Oct23_GPU.xml	479	successivement franchies	depuis Haussmann	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	479	a toujours grandi	toujours	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	507	a dévoré le petit département de la Seine				
1965-SDAURP_CE_Oct23_GPU.xml	507	a mangé le curieux anneau circulaire de Seine-et-Oise				
1965-SDAURP_CE_Oct23_GPU.xml	507	a même mordu sur la Seine-et-Marne				
1965-SDAURP_CE_Oct23_GPU.xml	507	en formeront huit	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	568	ne s'est pas améliorée	Depuis 1945	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	568	a au contraire empiré	Depuis 1945	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	571	ont été construits	depuis la fin de la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	573	construits	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	575	Les constructions n'ont en effet repris	qu'à partir de ce moment	pas		
1965-SDAURP_CE_Oct23_GPU.xml	575	13.000 logements terminés	en 1953	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	577	aura construit, depuis 1953, plus d'un million de logements	depuis 1953	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	578	aura bâti un autre Paris	en quinze ans			dur
1965-SDAURP_CE_Oct23_GPU.xml	599	se colmatent	Progressivement			dur
1965-SDAURP_CE_Oct23_GPU.xml	602	Les constructions réalisées	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	602	ont fait disparaître beaucoup des espaces libres qui existaient				
1965-SDAURP_CE_Oct23_GPU.xml	603	L'extension des surfaces bâties				
1965-SDAURP_CE_Oct23_GPU.xml	603	développement "en tache d'huile"				
1965-SDAURP_CE_Oct23_GPU.xml	603	l'agrandissement	tout au long des siècles	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	604	la croissance passée de l'agglomération de Paris				
1965-SDAURP_CE_Oct23_GPU.xml	604	plusieurs étapes				
1965-SDAURP_CE_Oct23_GPU.xml	604	des extensions linéaires				
1965-SDAURP_CE_Oct23_GPU.xml	604	la construction des voies ferrées				
1965-SDAURP_CE_Oct23_GPU.xml	604	le comblement des espaces interstitiels	enfin			
1965-SDAURP_CE_Oct23_GPU.xml	605	se construisent	en même temps			
1965-SDAURP_CE_Oct23_GPU.xml	605	s'étend	en même temps			
1965-SDAURP_CE_Oct23_GPU.xml	605	ces axes nouveaux				
1965-SDAURP_CE_Oct23_GPU.xml	606	demeurent libres	pour le moment	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	607	ces extensions "linéaires"				
1965-SDAURP_CE_Oct23_GPU.xml	607	la fin du développement en tache d'huile				
1965-SDAURP_CE_Oct23_GPU.xml	607	les extensions linéaires				
1965-SDAURP_CE_Oct23_GPU.xml	607	veut construire				
1965-SDAURP_CE_Oct23_GPU.xml	607	deux ou trois zones déjà construites	déjà	pas		
1965-SDAURP_CE_Oct23_GPU.xml	607	équipées en réseaux d'eau, d'assainissement et d'électricité				
1965-SDAURP_CE_Oct23_GPU.xml	608	le rythme de construction à soutenir	pendant de nombreuses années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	617	demeurer en l'état				
1965-SDAURP_CE_Oct23_GPU.xml	617	n'est guère possible de conserver longtemps des terres agricoles presqu'enclavées dans la ville	longtemps			dur
1965-SDAURP_CE_Oct23_GPU.xml	647	50.000 logements à détruire	en 1965	futur	oui	
1965-SDAURP_CE_Oct23_GPU.xml	649	90 opérations d'importance fort variable étaient en cours	au 1er janvier 1965		oui	
1965-SDAURP_CE_Oct23_GPU.xml	651	sont détruits	chaque année			iter
1965-SDAURP_CE_Oct23_GPU.xml	651	sont construits	chaque année			iter
1965-SDAURP_CE_Oct23_GPU.xml	651	ces opérations de rénovation				
1965-SDAURP_CE_Oct23_GPU.xml	663	Un doublement de cette cadence	au terme des cinq années à venir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	667	réserver en temps voulu les parcelles de terrains	en temps voulu			
1965-SDAURP_CE_Oct23_GPU.xml	667	la réalisation ultérieure de ces équipements	ultérieure	fut		
1965-SDAURP_CE_Oct23_GPU.xml	705	Les grands ensembles construits	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	705	ont submergé les environs, boisés ou cultivés	au cours des années qui ont suivi la première guerre mondiale	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	707	ont été - à raison de 20 logements à l'hectare en moyenne - couverts de pavillons	En dix années environ	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	714	la zone construite	à l'époque	pas		
1965-SDAURP_CE_Oct23_GPU.xml	714	subsistaient				
1965-SDAURP_CE_Oct23_GPU.xml	727	GROUPES DE LOGEMENTS CONSTRUITS	DE 1939 A 1964	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	730	GROUPES DE LOGEMENTS CONSTRUITS	DE 1939 A 1964	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	759	s'implantent	encore trop souvent	pres		
1965-SDAURP_CE_Oct23_GPU.xml	769	une stagnation	de plusieurs décennies	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	769	a fait démarrer de grands travaux d'équipement public	dès 1960	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	785	IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS	RÉCENTE	pas		
1965-SDAURP_CE_Oct23_GPU.xml	786	IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS	RÉCENTE	pas		
1965-SDAURP_CE_Oct23_GPU.xml	795	sont à localiser	chaque année	fut		iter
1965-SDAURP_CE_Oct23_GPU.xml	795	plus de 1.200.000 logements en dix ans, soit l'équivalent d'une autre ville de Paris à construire	en dix ans	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	799	la croissance inéluctable				
1965-SDAURP_CE_Oct23_GPU.xml	799	une agglomération, demain plus grande				
1965-SDAURP_CE_Oct23_GPU.xml	807	ses extensions	à venir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	807	les espaces construits				
1965-SDAURP_CE_Oct23_GPU.xml	807	va devenir				
1965-SDAURP_CE_Oct23_GPU.xml	816	L'urbanisme pratiqué	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	818	les grands ensembles récents				
1965-SDAURP_CE_Oct23_GPU.xml	830	s'accroît	tous les trois ans			iter
1965-SDAURP_CE_Oct23_GPU.xml	833	l'enceinte dite des Fermiers Généraux construite	peu avant la Révolution	pas		
1965-SDAURP_CE_Oct23_GPU.xml	833	fit annexer	1860	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	833	devenus les arrondissements qui portent les numéros XII à XX				
1965-SDAURP_CE_Oct23_GPU.xml	842	Une amélioration radicale des transports				
1965-SDAURP_CE_Oct23_GPU.xml	842	des progrès	il y a un demi-siècle	pas		
1965-SDAURP_CE_Oct23_GPU.xml	842	une telle amélioration				
1965-SDAURP_CE_Oct23_GPU.xml	854	120.000 logements à construire	chaque année			iter
1965-SDAURP_CE_Oct23_GPU.xml	854	seraient localisés				
1965-SDAURP_CE_Oct23_GPU.xml	879	pourront se situer				
1965-SDAURP_CE_Oct23_GPU.xml	879	ne peuvent plus, faute de place, être localisés	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	926	certaines villes nouvelles				
1965-SDAURP_CE_Oct23_GPU.xml	926	leur construction	plus tard	fut		
1965-SDAURP_CE_Oct23_GPU.xml	931	80.000 à 100.000 logements construits	chaque année			iter
1965-SDAURP_CE_Oct23_GPU.xml	931	étaient localisés				
1965-SDAURP_CE_Oct23_GPU.xml	931	être dispersés				
1965-SDAURP_CE_Oct23_GPU.xml	931	formeraient chaque année une ville de plus de 300.000 habitants, aussi grande que Toulouse et son agglomération	chaque année			iter
1965-SDAURP_CE_Oct23_GPU.xml	944	a été entrepris récemment une opération de rénovation totale	récemment	pas		
1965-SDAURP_CE_Oct23_GPU.xml	951	se sont créés	depuis le fond de l'histoire de Paris jusqu'à aujourd'hui	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	951	ont littéralement "formé" l'agglomération				
1965-SDAURP_CE_Oct23_GPU.xml	951	donnant la forme qui apparaît sur la carte				
1965-SDAURP_CE_Oct23_GPU.xml	951	axes d'urbanisation				
1965-SDAURP_CE_Oct23_GPU.xml	953	axes de transport nouveaux				
1965-SDAURP_CE_Oct23_GPU.xml	953	centres urbains nouveaux				
1965-SDAURP_CE_Oct23_GPU.xml	953	se construiront	dans les prochaines années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	953	axes de transport nouveaux				
1965-SDAURP_CE_Oct23_GPU.xml	953	villes nouvelles				
1965-SDAURP_CE_Oct23_GPU.xml	954	implantation des villes nouvelles				
1965-SDAURP_CE_Oct23_GPU.xml	954	l'urbanisation	à venir	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	963	la croissance passée	passée	pas		
1965-SDAURP_CE_Oct23_GPU.xml	963	serait encore élargie				
1965-SDAURP_CE_Oct23_GPU.xml	983	un grand dynamisme	depuis quelques années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	983	recueillir les activités desserrées de l'agglomération parisienne				
1965-SDAURP_CE_Oct23_GPU.xml	986	va sans cesse se rapprocher	sans cesse	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	986	leur croissance				
1965-SDAURP_CE_Oct23_GPU.xml	986	leur extension rapide				
1965-SDAURP_CE_Oct23_GPU.xml	993	urbanisation				
1965-SDAURP_CE_Oct23_GPU.xml	993	la ville nouvelle				
1965-SDAURP_CE_Oct23_GPU.xml	993	pousser des pédoncules				
1965-SDAURP_CE_Oct23_GPU.xml	993	se rejoindraient	à terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1000	Les new-towns réalisées	peu après 1950	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1019	les désirs d'agrandissement				
1965-SDAURP_CE_Oct23_GPU.xml	1019	fera "exploser" spatialement				
1965-SDAURP_CE_Oct23_GPU.xml	1019	un phénomène qui s'accomplira	en plusieurs années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	1030	se matérialiser				
1965-SDAURP_CE_Oct23_GPU.xml	1030	le dessin des zones				
1965-SDAURP_CE_Oct23_GPU.xml	1030	seront urbanisées	au cours des décennies à venir	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	1040	aient été créées	dès l'origine	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1061	ont été réalisées	les plus récentes	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1075	puisse enfin disposer de liaisons comparables				
1965-SDAURP_CE_Oct23_GPU.xml	1075	a doté Paris intra-muros	il y a un siècle	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1075	l'agglomération de demain	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1091	le maintien de son unité				
