Nom_fichier	Numéro_Phrase	Dynamique	Cause	Res	Obj
1965-SDAURP_CE_Oct23_GPU.xml	1075	l'agglomération de demain	none	l'extrapolation de celle d'aujourd'hui	none
1965-SDAURP_CE_Oct23_GPU.xml	1077	axes nouveaux, conçus	none	axes	none
1965-SDAURP_CE_Oct23_GPU.xml	1082	centres urbains nouveaux	none	centres urbains	none
1965-SDAURP_CE_Oct23_GPU.xml	1082	axes préférentiels d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1085	serait possible, et d'aucuns n'y ont pas manqué, de concevoir une grande agglomération telle que celle de Paris	none	none	comme la juxtaposition d'unités de quelques dizaines de milliers d'habitants
1965-SDAURP_CE_Oct23_GPU.xml	1091	le maintien de son unité	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1091	n'a cessé de grandir	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1091	l'extension de la ville	l'automobile individuelle combinée avec le transport rapide en commun	à la taille de la région urbaine	none
1965-SDAURP_CE_Oct23_GPU.xml	1098	la création de villes nouvelles ou de centres urbains rénovés	none	centres urbains rénovés	none
1965-SDAURP_CE_Oct23_GPU.xml	1098	centres urbains rénovés	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1117	La création de villes nouvelles	none	villes nouvelles	none
1965-SDAURP_CE_Oct23_GPU.xml	1117	pourront s'ordonner	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1132	centres urbains nouveaux	none	centres urbains	none
1965-SDAURP_CE_Oct23_GPU.xml	1132	axes préférentiels d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1149	restaurer la "valeur de site"	none	none	La recherche de la beauté
1965-SDAURP_CE_Oct23_GPU.xml	1149	préserver ceux qui doivent rester vierges de constructions	none	none	La recherche de la beauté
1965-SDAURP_CE_Oct23_GPU.xml	1149	rester vierges de constructions	none	none	La recherche de la beauté
1965-SDAURP_CE_Oct23_GPU.xml	1149	l'urbanisation	none	none	La recherche de la beauté
1965-SDAURP_CE_Oct23_GPU.xml	1149	implanter les villes nouvelles et leurs zones d'accompagnement	none	leurs zones d'accompagnement	La recherche de la beauté
1965-SDAURP_CE_Oct23_GPU.xml	1164	commence à atteindre	none	la zone agglomérée	none
1965-SDAURP_CE_Oct23_GPU.xml	1165	le futur aéroport Nord	none	aéroport Nord	none
1965-SDAURP_CE_Oct23_GPU.xml	1177	l'implantation de la ville	none	la ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1193	axe d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1193	construire un ruban continu de logements et d'usines	none	un ruban continu de logements et d'usines	none
1965-SDAURP_CE_Oct23_GPU.xml	1209	un développement linéaire de centres intermédiaires	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1209	futur aéroport Nord	none	aéroport Nord	none
1965-SDAURP_CE_Oct23_GPU.xml	1211	le centre urbain nouveau de Beauchamp	none	le centre urbain	none
1965-SDAURP_CE_Oct23_GPU.xml	1211	une ville nouvelle	none	une ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1213	une ville nouvelle	none	une ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1213	une autre ville nouvelle	none	une autre ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1214	deux villes nouvelles	none	deux villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1214	l'expansion de l'agglomération actuelle	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1215	une ville nouvelle	none	une ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1216	tous les centres urbains nouveaux	none	tous les centres urbains	none
1965-SDAURP_CE_Oct23_GPU.xml	1216	toutes les villes nouvelles	none	toutes les villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1216	créer, dans l'ensemble de la région urbaine, ce niveau intermédiaire de centres qui manque aujourd'hui	none	ce niveau intermédiaire de centres qui manque aujourd'hui	none
1965-SDAURP_CE_Oct23_GPU.xml	1217	axes d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1217	demeure et doit demeurer le cœur de l'agglomération	none	le cœur de l'agglomération	none
1965-SDAURP_CE_Oct23_GPU.xml	1218	la poussée de l'agglomération présente	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1218	la zone actuellement construite	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1218	aucune création artificielle de ville nouvelle	none	ville nouvelle	none
1965-SDAURP_CE_Oct23_GPU.xml	1218	ville nouvelle	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1218	cette poussée naturelle	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1250	se transforment	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1250	se substituant aux unités de production	none	les entrepôts	none
1965-SDAURP_CE_Oct23_GPU.xml	1253	se développent	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1253	de vastes lotissements créés	none	de vastes lotissements	none
1965-SDAURP_CE_Oct23_GPU.xml	1254	attend sa réalisation	none	le parc départemental de la Courneuve	none
1965-SDAURP_CE_Oct23_GPU.xml	1254	des ensembles de construction récents	none	des ensembles de construction	none
1965-SDAURP_CE_Oct23_GPU.xml	1254	ont transformé le caractère de la banlieue	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1265	Le développement de cette banlieue	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1265	un axe principal d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1265	son organisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1265	la ville nouvelle de Pontoise-Cergy	none	la ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1266	La "restructuration" de l'ensemble de cette zone	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1266	la constitution de centres secondaires : Saint-Denis, Stains, Villetaneuse, Beauchamp	none	Beauchamp	none
1965-SDAURP_CE_Oct23_GPU.xml	1272	le futur aérodrome	none	aérodrome	none
1965-SDAURP_CE_Oct23_GPU.xml	1273	en réservant les terrains nécessaires	none	établir le cas échéant une liaison directe est-ouest	none
1965-SDAURP_CE_Oct23_GPU.xml	1273	établir le cas échéant une liaison directe est-ouest	en réservant les terrains nécessaires	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1274	L'axe d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1274	sera à terme, renforcé	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1274	la création d'une deuxième ligne R.E.R.	none	une deuxième ligne R.E.R.	none
1965-SDAURP_CE_Oct23_GPU.xml	1274	doublant la voie ferrée de Pontoise	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1275	l'aménagement des différentes parties de la zone Nord : l'agglomération actuelle et la "vallée de Montmorency", la ville nouvelle à l'ouest de Pontoise, l'environnement de l'aéroport Nord	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1275	la ville nouvelle	none	la ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1285	doubler	none	par une voie supplémentaire	none
1965-SDAURP_CE_Oct23_GPU.xml	1285	le passage d'une autoroute	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1288	Le doublement de la ligne de Pontoise	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1288	une nouvelle ligne ferrée	none	ligne ferrée	none
1965-SDAURP_CE_Oct23_GPU.xml	1288	l'amorce d'une deuxième transversale du R.E.R.	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1288	la "ville nouvelle" de Pontoise - Cergy	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1288	aura atteint un niveau de développement important	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1291	doit se transformer	none	none	permettra, en respectant le cadre de la cité, d'y accueillir les établissements surtout culturels
1965-SDAURP_CE_Oct23_GPU.xml	1291	une rénovation mesurée	none	none	permettra, en respectant le cadre de la cité, d'y accueillir les établissements surtout culturels
1965-SDAURP_CE_Oct23_GPU.xml	1291	une restauration	none	none	permettra, en respectant le cadre de la cité, d'y accueillir les établissements surtout culturels
1965-SDAURP_CE_Oct23_GPU.xml	1291	permettra, en respectant le cadre de la cité, d'y accueillir les établissements surtout culturels	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1291	doit être créé	none	un important centre commercial	none
1965-SDAURP_CE_Oct23_GPU.xml	1291	doivent devenir le centre universitaire du Nord	none	le centre universitaire du Nord	none
1965-SDAURP_CE_Oct23_GPU.xml	1292	l'organisation de ce secteur	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1292	la création de ces trois pôles urbains	none	ces trois pôles urbains	none
1965-SDAURP_CE_Oct23_GPU.xml	1294	une agglomération nouvelle	none	une agglomération	none
1965-SDAURP_CE_Oct23_GPU.xml	1294	pourra s'établir	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1300	directement reliée à la voie routière Oise - Seine - aval	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1300	la "ville nouvelle"	none	ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1301	permet de réaliser un ensemble urbain de grande qualité	none	un ensemble urbain de grande qualité	none
1965-SDAURP_CE_Oct23_GPU.xml	1302	peut être aménagée	none	en lieu de loisirs, l'un des plus importants de la région	none
1965-SDAURP_CE_Oct23_GPU.xml	1302	création d'un vaste plan d'eau	none	un vaste plan d'eau	none
1965-SDAURP_CE_Oct23_GPU.xml	1303	la "ville nouvelle"	none	ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1303	la création de la préfecture du nouveau département du Val d'Oise	none	la préfecture du nouveau département du Val d'Oise	none
1965-SDAURP_CE_Oct23_GPU.xml	1303	se prolonger linéairement	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1304	la "ville nouvelle"	none	ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1304	les développements industriels prévus	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1304	la future région urbaine de Paris	none	région urbaine de Paris	none
1965-SDAURP_CE_Oct23_GPU.xml	1306	remplacera l'aérodrome actuel du Bourget	none	L'aéroport de Roissy	none
1965-SDAURP_CE_Oct23_GPU.xml	1306	est destiné à devenir le premier aéroport de France	none	le premier aéroport de France	none
1965-SDAURP_CE_Oct23_GPU.xml	1307	Sa création	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1307	l'aménagement du secteur Nord-Est de l'agglomération de Paris	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1307	crée	none	la zone de nuisance	none
1965-SDAURP_CE_Oct23_GPU.xml	1307	constitue	none	le centre d'emplois et d'activités	none
1965-SDAURP_CE_Oct23_GPU.xml	1309	l'extension de l'agglomération parisienne	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1309	en maintenant en zone agricole la Plaine de France	none	en zone agricole	none
1965-SDAURP_CE_Oct23_GPU.xml	1310	la limitation du développement de la banlieue	Ces servitudes	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1312	la localisation de ces activités	le schéma directeur	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1316	la localisation sur un terrain libre de 40 hectares environ de la préfecture du nouveau département de Seine-Saint-Denis	none	permettra de créer à Bobigny un centre secondaire d'emplois et de commerces	none
1965-SDAURP_CE_Oct23_GPU.xml	1316	permettra de créer à Bobigny un centre secondaire d'emplois et de commerces	la localisation sur un terrain libre de 40 hectares environ de la préfecture du nouveau département de Seine-Saint-Denis	un centre secondaire d'emplois et de commerces	none
1965-SDAURP_CE_Oct23_GPU.xml	1316	restructuration de l'ensemble du secteur	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1326	un développement important	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1326	crée la voie routière souhaitable	none	la voie routière souhaitable	none
1965-SDAURP_CE_Oct23_GPU.xml	1326	peut encore, si cette orientation générale est en définitive retenue, devenir, par l'amélioration des conditions de navigation, une voie fluviale beaucoup plus importante qu'aujourd'hui	none	une voie fluviale beaucoup plus importante qu'aujourd'hui	none
1965-SDAURP_CE_Oct23_GPU.xml	1326	relier la région de Paris et la vallée de la Seine d'abord au Nord de la France, puis, par l'Aisne, à l'Est du pays	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1334	se sont implantées	none	des activités industrielles très différenciées	none
1965-SDAURP_CE_Oct23_GPU.xml	1334	des constructions récentes	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1334	constituent, le long des voies, d'étroits rubans de forte densité	none	d'étroits rubans de forte densité	none
1965-SDAURP_CE_Oct23_GPU.xml	1337	la croissance	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1337	a pris très souvent la forme d'ensembles d'immeubles collectifs	none	d'ensembles d'immeubles collectifs	none
1965-SDAURP_CE_Oct23_GPU.xml	1337	sans pour autant donner naissance	none	de véritables villes nouvelles	none
1965-SDAURP_CE_Oct23_GPU.xml	1339	les plus grandes opérations de construction de toute la zone ont été réalisées	none	les plus grandes opérations de construction	none
1965-SDAURP_CE_Oct23_GPU.xml	1340	cette densification	none	a rendu plus inextricables les problèmes de circulation	none
1965-SDAURP_CE_Oct23_GPU.xml	1343	Cette extension	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1343	la création du grand ensemble de Massy-Antony	none	grand ensemble de Massy-Antony	none
1965-SDAURP_CE_Oct23_GPU.xml	1352	se réalisent d'importantes opérations d'habitat	none	d'importantes opérations d'habitat	none
1965-SDAURP_CE_Oct23_GPU.xml	1356	L'évolution des communes proches du boulevard périphérique	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1356	des actions de rénovation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1356	la création d'espaces verts et d'équipements	none	espaces verts et d'équipements	none
1965-SDAURP_CE_Oct23_GPU.xml	1356	opérations	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1356	un certain desserrement des activités industrielles	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1356	une baisse des densités d'habitat	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1357	la transformation de la route nationale 186	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1357	la création de l'autoroute du Sud-Ouest	none	l'autoroute du Sud-Ouest	none
1965-SDAURP_CE_Oct23_GPU.xml	1357	la reprise simultanée du réseau secondaire	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1357	doteront notamment les secteurs de Meudon, Clamart, Châtillon, Bagneux, Fontenay-aux-Roses et Sceaux d'une infrastructure nouvelle de circulation	none	une infrastructure nouvelle de circulation	none
1965-SDAURP_CE_Oct23_GPU.xml	1357	une infrastructure nouvelle de circulation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1358	La création d'activités	réduira le déséquilibre habitat-travail de ces secteurs	activités	none
1965-SDAURP_CE_Oct23_GPU.xml	1359	des développements linéaires de la vallée de Bièvre	none	none	préserver une coulée verte de pénétration jusqu'aux abords du cœur de l'agglomération
1965-SDAURP_CE_Oct23_GPU.xml	1359	les expansions	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1359	préserver une coulée verte	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1363	La création d'une faculté	none	une faculté	none
1965-SDAURP_CE_Oct23_GPU.xml	1371	Le grand axe d'urbanisation	le schéma directeur	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1372	La réalisation sur cet axe d'une grande structure d'aménagement	none	permettra de prendre en compte et d'orienter de manière plus efficace le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	none
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1373	Ce dynamisme	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1373	implantation d'activités spécialisées	none	de nombreux et importants programmes d'habitations	none
1965-SDAURP_CE_Oct23_GPU.xml	1374	la réalisation d'infrastructures d'accueil	none	infrastructures d'accueil	none
1965-SDAURP_CE_Oct23_GPU.xml	1375	l'implantation décidée de plusieurs grandes écoles nationales : Institut national agronomique (I.N.A.), École polytechnique, Collège des techniques avancées	none	Collège des techniques avancées	none
1965-SDAURP_CE_Oct23_GPU.xml	1375	extensions nouvelles de la Faculté des sciences d'Orsay	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1378	Ce nouveau secteur d'activités	none	secteur d'activités	satisfaire simultanément les besoins des nouvelles agglomérations envisagées et une partie de ceux de l'agglomération parisienne actuelle
1965-SDAURP_CE_Oct23_GPU.xml	1378	nouvelles agglomérations envisagées	none	agglomérations envisagées	none
1965-SDAURP_CE_Oct23_GPU.xml	1378	desserrement industriel souhaité	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1379	la création d'un ensemble urbain de grande importance	none	un ensemble urbain de grande importance	none
1965-SDAURP_CE_Oct23_GPU.xml	1381	de nouvelles facultés	none	facultés	none
1965-SDAURP_CE_Oct23_GPU.xml	1384	seront réalisés	none	Une série de quartiers urbains à caractère plus résidentiel	none
1965-SDAURP_CE_Oct23_GPU.xml	1384	en extension	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1388	l'axe d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1388	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1392	doublant la R.N. 10	none	une voie autoroutière	none
1965-SDAURP_CE_Oct23_GPU.xml	1393	ces villes nouvelles	none	ces villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1395	la mise en place d'une infrastructure de transports en commun	none	la branche sud-ouest d'une ligne du réseau express régional (R.E.R.)	none
1965-SDAURP_CE_Oct23_GPU.xml	1398	sera sauvegardé	une série de dispositions techniques et administratives	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1398	la préservation des sites existants	des mesures très strictes	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1399	la sauvegarde des sites	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1399	les villes nouvelles	none	les villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1400	Deux nouvelles agglomérations	none	agglomérations	none
1965-SDAURP_CE_Oct23_GPU.xml	1401	ces nouvelles agglomérations	none	agglomérations	none
1965-SDAURP_CE_Oct23_GPU.xml	1402	La création des deux villes nouvelles	none	deux villes nouvelles	none
1965-SDAURP_CE_Oct23_GPU.xml	1402	le dynamisme existant actuellement	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1407	Les deux villes nouvelles	none	Les deux villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1407	la direction nouvelle de développement	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1407	les développements futurs de la rive gauche de Seine en aval de Paris	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1412	cette ville nouvelle	none	cette ville	none
1965-SDAURP_CE_Oct23_GPU.xml	1413	se trouvera alors concrétisé	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1413	les 5 villes nouvelles	none	les 5 villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1427	un développement des petites villes de la rive gauche, les Mureaux, Elizabethville, Mézières	L'usine de la régie Renault à Flins	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1438	Les aménagements de Verneuil-sur-Seine et Vernouillet, Médan, Rosny	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1438	la réalisation d'un plan d'eau de compétition	none	un plan d'eau de compétition	none
1965-SDAURP_CE_Oct23_GPU.xml	1440	la résorption progressive des champs d'épandage d'Achères	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1440	le développement de la station d'épuration	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1440	établir un secteur d'activité	none	un secteur d'activité	none
1965-SDAURP_CE_Oct23_GPU.xml	1444	L'extension de l'agglomération de Mantes	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1444	les nouveaux quartiers d'habitation	none	quartiers d'habitation	none
1965-SDAURP_CE_Oct23_GPU.xml	1444	futur ensemble de loisir	none	ensemble de loisir	none
1965-SDAURP_CE_Oct23_GPU.xml	1444	le plan d'eau aménagé	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1445	Les développements de l'agglomération	none	quartiers d'habitation au nord de la voie ferrée, industrie et port en bordure de Seine dans la région de Porcheville	none
1965-SDAURP_CE_Oct23_GPU.xml	1447	le développement de cette agglomération	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1447	sera créée	none	une ville nouvelle	none
1965-SDAURP_CE_Oct23_GPU.xml	1447	la construction d'un pont	none	un pont	none
1965-SDAURP_CE_Oct23_GPU.xml	1447	zones industrielles établies	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1447	la disparition progressive des champs d'épandage	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1461	créent un paysage agréable	none	un paysage agréable	none
1965-SDAURP_CE_Oct23_GPU.xml	1461	l'autoroute de l'Ouest, la première des autoroutes construites	none	la première des autoroutes	none
1965-SDAURP_CE_Oct23_GPU.xml	1461	a depuis longtemps accueilli des habitations de qualité	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1464	la future région urbaine	none	région urbaine	none
1965-SDAURP_CE_Oct23_GPU.xml	1464	prolongement de Paris	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1464	développements de la Seine-aval	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1464	les urbanisations	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1464	les villes nouvelles	none	les villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1472	L'aménagement des secteurs de la Défense et de Montesson	none	une concentration importante d'activités et d'équipement	none
1965-SDAURP_CE_Oct23_GPU.xml	1474	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1474	nouveau département des Hauts de Seine	none	département des Hauts de Seine	none
1965-SDAURP_CE_Oct23_GPU.xml	1474	créer une gare de grande ligne	none	une gare de grande ligne	none
1965-SDAURP_CE_Oct23_GPU.xml	1475	se créera un ensemble complexe et puissant	none	un ensemble complexe et puissant	none
1965-SDAURP_CE_Oct23_GPU.xml	1475	l'aménagement de toute la partie ouest de la banlieue	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1476	recevra des équipements régionaux	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1476	la création d'un ensemble universitaire et culturel	none	un ensemble universitaire et culturel	none
1965-SDAURP_CE_Oct23_GPU.xml	1484	a été peu construit	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1484	ont créé longtemps un obstacle à la poussée urbaine	la nature du sous-sol, la forme du parcellaire, l'absence de voie ferrée	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1485	la construction d'immeubles collectifs s'est développée	none	immeubles collectifs	none
1965-SDAURP_CE_Oct23_GPU.xml	1487	crée une coupure	l'aérodrome	isolant de la partie nord et du plateau de Villejuif les agglomérations du sud	none
1965-SDAURP_CE_Oct23_GPU.xml	1489	La création de l'autoroute du Sud	none	l'autoroute du Sud	none
1965-SDAURP_CE_Oct23_GPU.xml	1489	cette urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1489	la construction d'immeubles collectifs	none	immeubles collectifs	none
1965-SDAURP_CE_Oct23_GPU.xml	1493	son aménagement	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1493	nouveau département de Val-de-Marne	none	doit accélérer la naissance d'un pôle structurateur important	none
1965-SDAURP_CE_Oct23_GPU.xml	1493	doit accélérer la naissance d'un pôle structurateur important	nouveau département de Val-de-Marne	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1503	Les deux villes nouvelles prévues	none	Les deux villes	none
1965-SDAURP_CE_Oct23_GPU.xml	1506	La ville nouvelle	none	La ville	pourra à terme accueillir une population de l'ordre de 120.000 habitants
1965-SDAURP_CE_Oct23_GPU.xml	1506	a déjà été localisée	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1509	La ville nouvelle	none	La ville	pourra atteindre dans 35 ans 400.000 habitants
1965-SDAURP_CE_Oct23_GPU.xml	1510	se constituera	none	une vaste agglomération	none
1965-SDAURP_CE_Oct23_GPU.xml	1510	Melun en forte croissance	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1511	s'organiseront	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1511	devront être aménagées	none	en espaces de loisirs et de promenade	none
1965-SDAURP_CE_Oct23_GPU.xml	1525	la création de "secteurs mixtes" importants	les activités y sont nombreuses, artisanat et petite industrie, dont les établissements mêlés à l'habitat	"secteurs mixtes" importants	none
1965-SDAURP_CE_Oct23_GPU.xml	1526	conserve encore de nombreuses exploitations maraîchères et surtout fruitières	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1526	disparaissent	l'urbanisation	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1526	l'urbanisation	none	disparaissent	none
1965-SDAURP_CE_Oct23_GPU.xml	1529	se sont localisés	none	d'autres lotissements	none
1965-SDAURP_CE_Oct23_GPU.xml	1533	ont constitué au-delà, sur la vallée, des agglomérations vivantes ayant leurs activités propres	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1533	en expansion	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1533	tendent à devenir des banlieues-dortoir	none	des banlieues-dortoir	none
1965-SDAURP_CE_Oct23_GPU.xml	1537	L'aménagement de l'agglomération existante	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1537	sa restructuration	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1537	la création d'infrastructures routières et ferrées	none	infrastructures routières et ferrées	qui contribueront à mettre une certaine unité dans cette zone compartimentée par le site et la désenclaveront par rapport à Paris et aux banlieues qui l'entourent
1965-SDAURP_CE_Oct23_GPU.xml	1537	désenclaveront	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1542	sera complétée	none	par deux voies de rocade de direction générale nord-sud	none
1965-SDAURP_CE_Oct23_GPU.xml	1543	sera complétée	none	par une deuxième branche à partir de Fontenay se dirigeant vers la rive sud de la Marne par Bry-sur-Marne - Noisy-le-Grand	none
1965-SDAURP_CE_Oct23_GPU.xml	1545	l'aménagement de la "Corniche des Forts"	none	serait constituée en bordure de ce plateau, une zone de jardins et de bois	none
1965-SDAURP_CE_Oct23_GPU.xml	1545	reliant entre eux les forts	none	serait constituée en bordure de ce plateau, une zone de jardins et de bois	none
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourront être désaffectés	none	serait constituée en bordure de ce plateau, une zone de jardins et de bois	none
1965-SDAURP_CE_Oct23_GPU.xml	1545	serait constituée en bordure de ce plateau, une zone de jardins et de bois	l'aménagement de la "Corniche des Forts", c'est-à-dire des crêtes nord et est du plateau de Montreuil, sur Romainville, Rosny, Fontenay, en espaces verts reliant entre eux les forts qui, à terme, pourront être désaffectés	une zone de jardins et de bois	none
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourraient cependant être localisés des écoles ou des équipements publics	none	des écoles ou des équipements publics	none
1965-SDAURP_CE_Oct23_GPU.xml	1546	l'aménagement des abords de l'antenne de Bagnolet	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1546	création à la porte de Bagnolet, en bordure du boulevard périphérique, d'un complexe parc de stationnement - gare d'autobus- centre commercial	none	un complexe parc de stationnement - gare d'autobus- centre commercial	none
1965-SDAURP_CE_Oct23_GPU.xml	1546	cette nouvelle autoroute	none	autoroute	none
1965-SDAURP_CE_Oct23_GPU.xml	1546	restructuration de cette banlieue	cette nouvelle autoroute	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1546	seront branchées	none	none	none
1965-SDAURP_CE_Oct23_GPU.xml	1546	des opérations complémentaires	none	none	none
